0,114,17,1,64,8,39
0,115,86,38,66,90,72
0,116,48,42,41,77,70
0,117,78,83,34,84,13
0,118,12,8,83,54,3
0,119,18,95,40,43,86
0,120,49,74,20,88,87
0,121,99,89,6,28,80
0,122,38,97,71,14,41
0,123,26,23,77,55,3
0,124,4,94,39,90,91
0,125,13,49,83,86,97
0,126,63,8,28,81,81
0,127,94,21,52,99,95
0,128,27,81,53,49,13
0,129,43,5,75,20,69
0,130,54,6,8,53,80
0,131,72,27,48,32,0
0,132,67,62,91,76,52
0,133,53,89,36,82,69
0,134,18,80,48,99,32
0,135,59,51,9,55,79
0,136,79,35,70,99,25
0,137,47,50,4,42,12
0,138,40,2,25,57,55
0,139,19,7,15,52,84
0,140,53,65,80,14,11
0,141,34,35,87,88,3
0,142,3,89,50,31,12
0,143,21,29,56,14,54
0,144,95,82,54,62,81
0,145,28,75,30,59,23
0,146,4,20,28,24,46
0,147,14,88,29,35,30
0,148,91,58,85,21,18
0,149,4,20,60,82,33
0,150,40,67,53,14,78
0,151,48,12,50,13,32
0,152,57,57,33,15,28
0,153,87,89,68,95,40
0,154,3,33,39,53,76
0,155,11,49,82,63,73
0,156,80,94,16,88,14
0,157,88,11,86,52,70
0,158,46,16,57,99,90
0,159,30,94,7,15,77
0,160,45,56,14,25,76
0,161,9,64,58,38,64
0,162,87,66,4,55,21
0,163,44,60,37,56,7
0,164,92,5,75,22,68
0,165,88,14,63,75,94
0,166,94,90,45,15,6
0,167,65,64,83,88,84
0,168,26,19,46,76,53
0,169,36,69,81,25,54
0,170,25,40,44,92,5
0,171,83,26,56,11,86
0,172,68,14,79,17,80
0,173,11,43,2,92,26
0,174,82,55,69,57,99
0,175,93,82,3,86,82
0,176,17,73,98,23,61
0,177,98,54,89,5,37
0,178,34,94,19,37,76
0,179,83,61,85,75,4
0,180,72,96,80,67,95
0,181,2,33,14,87,9
0,182,86,1,7,5,61
0,183,92,25,89,40,2
0,184,86,46,41,3,74
0,185,17,72,3,38,73
0,186,80,72,29,44,19
0,187,92,77,73,3,29
0,188,70,51,94,71,65
0,189,82,39,53,60,81
0,190,95,79,64,24,34
0,191,13,68,94,65,93
0,192,84,21,14,48,3
0,193,85,12,61,23,10
0,194,31,45,80,96,7
0,195,13,71,50,98,94
0,196,88,81,74,70,53
0,197,53,85,96,4,8
0,198,62,96,62,21,27
0,199,88,59,15,16,88
0,200,37,93,43,93,2
0,201,49,98,17,73,42
0,202,15,70,8,47,42
0,203,32,68,48,53,99
0,204,75,76,68,84,65
0,205,29,63,25,58,46
0,206,44,98,5,88,40
0,207,2,88,66,7,78
0,208,25,23,22,0,64
0,209,3,61,96,43,88
0,210,29,32,40,3,0
0,211,9,98,42,0,51
0,212,68,14,69,72,89
0,213,42,16,55,52,97
0,214,41,92,15,13,22
0,215,85,6,88,49,75
0,216,91,6,31,82,85
0,217,5,84,41,0,35
0,218,57,95,83,13,89
0,219,2,77,86,25,23
0,220,14,51,6,63,66
0,221,89,86,81,86,31
0,222,38,43,25,45,79
0,223,11,58,9,53,56
0,224,42,86,45,37,94
0,225,89,54,89,31,18
0,226,44,59,72,73,16
0,227,34,44,8,53,20
0,228,77,68,47,92,76
0,229,46,53,59,50,48
0,230,15,78,35,49,97
0,231,92,55,94,68,0
0,232,6,66,11,40,21
0,233,77,15,14,37,41
0,234,47,6,16,30,3
0,235,82,98,42,61,70
0,236,12,61,84,2,76
0,237,55,39,31,73,86
0,238,77,29,30,65,52
0,239,27,97,57,58,57
0,240,81,95,18,97,80
0,241,91,30,99,84,38
0,242,70,65,78,95,79
0,243,32,58,56,8,85
0,244,79,79,17,84,29
0,245,3,32,75,51,96
0,246,39,94,66,90,57
0,247,8,55,28,78,36
0,248,88,86,53,61,50
0,249,96,51,28,39,14
0,250,33,11,32,42,44
0,251,85,99,27,73,68
0,252,77,97,99,53,30
0,253,8,0,17,87,18
0,254,57,82,90,1,71
0,255,66,49,65,79,15
0,256,15,86,55,89,22
0,257,64,71,61,17,38
0,258,41,83,46,25,67
0,259,82,75,30,34,89
0,260,22,94,28,60,33
0,261,48,17,39,58,92
0,262,86,56,30,96,17
0,263,47,67,49,88,26
0,264,55,78,8,30,98
0,265,93,4,74,40,67
0,266,25,32,28,0,9
0,267,2,63,24,5,56
0,268,9,4,78,14,43
0,269,44,31,32,69,38
0,270,35,12,86,38,93
0,271,65,25,38,82,30
0,272,62,42,29,85,10
0,273,93,31,60,32,31
0,274,80,62,79,3,15
0,275,76,21,61,29,73
0,276,97,13,63,42,83
0,277,15,37,70,18,45
0,278,17,82,38,93,91
0,279,91,48,87,4,80
0,280,55,57,28,33,89
0,281,38,74,32,48,19
0,282,65,40,5,15,71
0,283,95,15,34,35,9
0,284,50,26,48,57,5
0,285,83,79,47,8,23
0,286,16,39,68,15,8
0,287,28,59,79,31,21
0,288,12,53,57,95,46
0,289,34,88,34,32,75
0,290,91,49,56,90,94
0,291,37,43,6,44,54
0,292,69,42,10,71,45
0,293,57,60,13,82,23
0,294,15,96,34,73,27
0,295,79,18,64,38,70
0,296,64,68,8,91,56
0,297,81,31,2,42,8
0,298,6,65,96,81,13
0,299,41,2,42,78,88
0,300,32,2,27,43,11
0,301,9,84,12,1,13
0,302,30,72,60,34,90
0,303,4,72,75,57,90
0,304,62,32,4,19,46
0,305,98,13,91,77,16
0,306,68,50,93,11,81
0,307,14,39,39,44,92
0,308,2,2,81,99,56
0,309,88,78,67,23,74
0,310,38,17,37,77,46
0,311,32,85,78,38,53
0,312,39,19,37,25,90
0,313,86,21,64,77,92
0,314,21,40,54,13,1
0,315,64,70,25,90,26
0,316,56,10,96,15,45
0,317,72,44,59,61,42
0,318,62,26,40,59,46
0,319,73,93,96,25,17
0,320,3,95,36,47,30
0,321,39,54,9,55,58
0,322,66,93,49,0,76
0,323,39,17,61,1,87
0,324,33,11,5,20,48
0,325,32,93,56,59,33
0,326,63,11,30,29,33
0,327,64,59,77,4,94
0,328,97,84,82,86,68
0,329,16,21,4,12,80
0,330,96,80,12,25,82
0,331,11,70,57,44,43
0,332,40,15,20,18,22
0,333,43,66,74,4,33
0,334,67,56,28,38,52
0,335,88,56,35,3,95
0,336,28,71,30,91,93
0,337,52,30,66,60,19
0,338,64,10,44,61,93
0,339,63,31,32,92,43
0,340,55,67,58,82,37
0,341,5,76,78,79,68
0,342,18,69,22,17,90
0,343,51,83,28,45,61
0,344,40,26,58,4,32
0,345,21,4,39,78,18
0,346,36,94,6,74,13
0,347,61,96,84,31,4
1,48,93,2,56,41,94
1,53,44,42,80,66,28
1,54,87,7,12,69,87
1,73,7,36,72,37,9
1,88,75,83,39,88,63
1,92,27,18,81,6,8
1,119,9,33,60,5,79
1,126,84,24,34,95,41
1,133,74,10,7,46,43
1,194,15,61,24,81,87
1,236,6,43,43,99,56
1,280,14,37,45,32,51
1,299,92,80,77,46,13
1,315,94,23,5,30,86
1,322,85,66,48,62,47
1,346,68,88,61,54,27
2,20,20,72,21,17,81
2,115,90,97,33,96,1
2,116,49,85,71,10,51
2,149,32,83,71,33,62
2,226,37,50,2,40,76
2,312,24,3,59,97,85
2,326,91,50,50,33,37
2,333,59,79,45,79,42
2,343,43,23,61,13,11
3,9,63,72,30,16,65
3,25,63,99,75,3,73
3,26,71,3,1,30,69
3,67,22,46,50,19,73
3,72,96,57,44,46,39
3,85,17,69,7,34,26
3,122,78,24,65,12,33
3,142,75,69,5,42,6
3,170,26,64,46,85,87
3,188,7,29,56,30,4
3,200,6,58,36,98,89
3,228,79,16,21,46,38
3,274,58,42,12,32,48
3,280,81,79,19,37,52
3,283,29,43,67,71,74
3,323,96,44,79,96,12
4,78,89,57,29,3,74
4,152,32,85,33,14,93
4,181,20,47,77,19,42
4,195,46,3,21,31,91
4,218,32,72,59,89,66
4,273,3,42,30,72,4
4,275,95,67,75,25,85
4,306,5,12,40,8,78
4,328,80,56,77,17,23
5,87,96,76,14,60,28
5,122,17,11,43,15,65
5,156,95,74,25,40,4
5,158,80,56,73,77,89
5,169,5,29,26,99,7
5,180,48,77,58,81,57
5,187,73,55,43,75,3
5,204,60,70,24,76,71
5,213,90,27,31,58,50
5,235,91,81,80,48,35
5,315,13,9,48,55,94
5,316,2,35,7,74,76
6,89,96,68,6,88,67
6,95,55,5,42,5,69
6,147,29,68,49,93,15
6,219,57,57,8,70,73
6,319,8,65,56,4,58
7,22,92,44,83,13,63
7,31,37,97,99,89,33
7,38,96,87,99,9,40
7,65,27,77,30,25,0
7,87,64,89,9,7,70
7,103,43,82,8,3,24
7,129,23,35,54,18,70
7,136,12,90,23,50,39
7,168,31,98,48,16,36
7,213,48,83,44,58,81
7,246,62,49,57,32,7
7,291,56,55,33,18,27
7,304,63,31,63,27,41
7,308,6,88,23,1,19
7,315,88,30,80,68,64
7,322,80,26,41,71,87
7,339,82,52,16,76,62
7,340,29,72,58,78,18
7,347,53,87,34,80,74
8,91,31,38,17,37,78
8,110,37,44,40,22,30
8,193,79,28,41,30,68
8,201,71,65,37,61,17
8,245,47,55,38,44,68
8,259,52,94,23,6,36
8,264,69,6,50,13,27
9,21,94,10,23,96,47
9,25,12,37,90,78,53
9,26,44,34,75,45,78
9,30,96,36,14,93,67
9,56,22,74,65,20,73
9,66,39,62,61,46,37
9,67,72,12,70,66,64
9,69,13,51,29,82,92
9,72,23,58,91,11,50
9,75,21,18,28,31,36
9,79,11,77,50,10,69
9,85,59,45,59,22,79
9,105,33,22,18,28,37
9,113,18,16,54,28,57
9,119,37,87,51,36,40
9,122,25,41,79,11,96
9,128,15,0,67,79,25
9,133,29,85,34,83,43
9,134,63,7,15,62,24
9,141,43,20,85,52,47
9,142,52,51,82,90,52
9,148,72,58,43,66,74
9,156,18,92,72,60,65
9,161,53,68,46,31,97
9,169,61,93,9,86,89
9,170,26,78,92,35,16
9,176,52,20,38,50,92
9,185,63,40,59,41,28
9,186,71,98,26,55,0
9,188,63,23,97,4,16
9,199,55,93,88,25,70
9,200,37,88,85,81,54
9,203,68,51,71,54,57
9,224,84,31,7,72,62
9,231,63,70,47,36,75
9,232,51,76,73,64,48
9,252,33,96,52,96,11
9,258,66,87,77,64,11
9,271,80,98,44,57,46
9,272,93,37,47,43,96
9,276,91,18,44,88,14
9,277,52,78,74,17,54
9,280,23,20,47,4,83
9,285,30,72,74,45,3
9,291,1,32,75,73,13
9,295,42,91,50,25,61
9,297,90,30,50,12,50
9,304,2,46,99,87,87
9,315,23,51,18,6,1
9,322,55,27,28,28,81
9,323,81,75,9,40,83
9,329,75,20,93,64,30
9,334,65,15,15,9,0
9,341,67,58,27,26,83
9,342,45,10,29,90,30
10,67,31,53,17,93,80
10,142,72,74,26,73,74
10,169,49,59,54,37,0
10,200,75,92,75,42,56
10,277,3,73,28,44,84
10,285,28,2,62,15,70
10,291,71,21,87,6,52
10,323,37,65,64,7,54
10,332,20,37,85,23,5
13,21,76,74,9,54,20
13,26,96,87,93,68,85
13,56,8,45,99,45,85
13,59,19,45,76,19,77
13,65,35,80,65,28,10
13,67,11,66,26,42,75
13,82,87,96,98,55,59
13,98,55,30,17,47,36
13,109,4,32,0,4,37
13,118,47,24,62,50,93
13,119,14,20,39,31,64
13,148,56,37,46,41,22
13,172,79,20,63,10,85
13,188,15,65,53,45,75
13,199,15,31,96,78,66
13,211,80,71,59,16,28
13,223,83,78,22,42,11
13,236,10,33,65,90,66
13,238,41,35,21,95,52
13,239,15,77,28,28,26
13,252,28,92,29,70,44
13,261,19,5,66,80,79
13,265,31,78,30,54,27
13,271,7,39,54,24,14
13,277,27,60,3,80,86
13,304,69,29,76,35,60
13,313,70,84,83,66,18
13,325,72,41,0,11,68
13,332,72,51,24,21,40
13,342,81,17,29,95,90
14,20,62,10,52,39,3
14,28,53,74,54,26,76
14,41,17,71,89,27,73
14,115,90,8,16,96,97
14,116,11,8,88,35,9
14,144,17,11,88,82,59
14,149,79,21,80,50,24
14,151,80,88,54,31,51
14,214,0,66,83,40,25
14,226,56,26,26,37,56
14,310,22,3,2,82,75
14,312,40,58,0,19,25
14,326,38,99,30,81,31
14,343,60,85,76,78,12
16,29,14,23,13,87,65
16,82,79,26,77,57,30
16,118,97,74,39,38,15
16,172,84,27,75,54,53
16,261,97,40,85,0,90
16,329,75,96,13,77,75
16,331,71,86,84,28,53
16,332,58,68,44,15,33
17,19,92,76,14,78,28
17,41,62,33,6,29,40
17,111,33,53,30,4,71
17,115,3,54,99,31,89
17,116,70,50,58,18,50
17,137,39,20,68,38,61
17,140,49,56,34,36,74
17,144,8,28,53,98,34
17,214,9,89,23,6,18
17,310,16,47,38,49,40
17,312,59,94,99,16,54
17,326,19,87,46,36,63
19,41,52,86,24,69,22
19,89,68,71,3,48,83
19,112,18,80,83,75,53
19,115,18,32,39,24,7
19,138,88,2,53,3,15
19,174,5,64,36,46,63
19,175,34,58,66,72,32
19,214,94,11,38,9,27
19,227,51,7,6,70,26
19,289,91,36,1,62,51
19,293,21,79,55,76,84
19,312,47,48,80,24,88
19,319,71,64,48,3,84
19,343,91,55,68,39,35
20,41,19,75,98,95,65
20,44,65,31,67,57,88
20,111,42,7,25,82,99
20,115,64,69,14,95,89
20,149,72,81,45,62,37
20,162,94,92,64,18,52
20,214,42,92,66,66,45
20,226,67,55,3,81,50
20,312,60,16,9,97,86
20,326,87,42,56,85,37
20,333,76,71,41,78,53
20,343,16,60,96,8,44
21,25,48,93,3,34,84
21,26,80,69,14,0,81
21,31,97,65,32,9,29
21,39,1,44,16,70,12
21,40,70,14,9,94,42
21,55,23,8,49,49,42
21,56,28,48,61,82,48
21,66,57,6,33,38,99
21,67,3,0,62,16,42
21,88,44,93,89,88,3
21,98,62,6,53,28,99
21,104,48,53,26,36,84
21,105,72,67,12,12,59
21,108,8,78,74,82,61
21,109,28,96,20,7,42
21,119,42,22,19,50,3
21,121,58,60,53,4,81
21,122,80,68,66,36,63
21,123,56,98,67,14,87
21,127,29,33,38,36,49
21,134,8,50,52,32,79
21,136,90,48,16,5,22
21,142,72,65,1,59,32
21,159,86,25,26,26,64
21,161,96,11,11,88,24
21,165,92,66,99,48,50
21,169,35,82,43,85,17
21,170,48,65,81,45,95
21,184,4,61,36,7,11
21,186,97,33,5,26,21
21,188,52,16,85,3,27
21,197,83,52,66,25,71
21,200,50,22,32,88,25
21,203,30,53,68,44,76
21,212,70,37,66,72,8
21,223,4,84,29,94,10
21,232,67,2,86,68,44
21,235,41,45,14,31,54
21,236,58,33,75,30,27
21,239,53,21,11,73,69
21,248,79,44,47,1,14
21,251,32,56,80,67,27
21,252,26,61,98,94,92
21,271,75,0,78,45,97
21,272,42,70,73,46,16
21,274,22,92,58,25,8
21,277,90,91,52,76,91
21,280,40,78,27,3,35
21,281,69,58,30,64,96
21,284,14,26,90,78,95
21,297,34,29,53,95,13
21,304,7,44,96,19,48
21,308,94,36,2,60,88
21,313,50,1,46,87,45
21,315,98,64,63,26,64
21,322,48,61,91,97,3
21,323,71,71,10,31,68
21,325,80,97,65,41,82
21,332,52,54,90,52,64
21,334,49,3,72,12,18
21,342,94,64,30,91,39
21,345,74,11,34,33,32
22,87,4,75,12,44,92
22,158,15,73,51,77,67
22,168,72,97,0,60,48
22,185,29,74,36,39,66
22,277,12,7,1,65,78
22,308,54,56,64,6,70
22,324,85,36,75,91,69
22,339,10,16,53,87,69
22,347,79,24,62,58,26
23,51,20,82,50,22,0
23,61,99,93,27,37,68
23,83,57,10,90,72,41
23,99,13,4,34,24,9
23,116,20,67,74,64,4
23,124,88,37,40,28,72
23,144,5,25,34,60,18
23,155,21,31,44,8,29
23,175,63,57,54,31,58
23,190,8,27,47,98,99
23,227,25,66,93,73,88
23,230,79,80,8,10,45
23,237,86,98,88,65,33
23,240,7,55,60,57,17
23,245,56,59,45,39,24
23,267,82,40,48,83,46
24,53,81,53,33,74,78
24,57,45,42,44,53,44
24,80,78,49,5,68,5
24,92,43,82,59,28,54
24,94,11,23,75,97,73
24,101,41,21,53,43,80
24,180,25,9,21,90,24
24,187,17,87,11,1,28
24,194,3,38,77,22,29
24,242,66,79,47,12,47
24,249,21,78,69,24,71
24,266,56,44,74,90,58
24,299,79,67,47,56,80
24,302,45,96,57,64,55
24,346,28,80,17,32,49
25,26,74,6,31,94,44
25,31,38,67,62,15,70
25,39,84,53,69,1,33
25,40,97,84,6,92,82
25,51,89,9,37,32,47
25,56,99,98,7,64,10
25,65,17,81,59,8,72
25,67,11,26,74,21,51
25,69,91,9,31,10,62
25,72,20,22,28,5,85
25,73,0,81,55,39,73
25,76,27,64,93,13,76
25,79,8,87,93,63,77
25,83,21,9,92,38,83
25,84,92,5,72,81,87
25,88,22,29,39,60,75
25,94,54,59,35,73,58
25,98,69,59,44,90,34
25,103,83,97,57,42,28
25,104,81,63,33,90,37
25,105,3,19,66,47,72
25,113,30,76,13,63,67
25,119,54,83,16,71,24
25,122,43,27,68,92,37
25,130,31,25,47,42,59
25,141,69,67,25,34,7
25,148,52,66,55,67,31
25,158,50,27,80,11,50
25,169,51,2,67,25,44
25,170,58,72,31,48,71
25,176,69,44,9,50,96
25,185,14,37,83,52,8
25,186,50,84,47,50,81
25,188,58,45,58,21,86
25,199,48,36,64,41,35
25,200,4,23,39,29,23
25,203,57,36,19,93,59
25,221,77,16,64,68,82
25,224,61,10,58,62,56
25,231,42,97,16,59,38
25,232,46,20,63,33,56
25,236,77,40,17,6,76
25,237,21,93,7,11,87
25,239,0,81,42,70,16
25,246,59,68,58,61,92
25,252,3,79,92,46,95
25,257,46,66,71,85,97
25,270,66,89,92,70,64
25,271,47,96,92,28,11
25,272,7,59,64,44,14
25,276,83,16,92,82,78
25,277,74,79,34,76,82
25,280,1,52,87,84,6
25,283,54,91,7,49,13
25,285,87,80,63,19,76
25,288,69,28,57,3,18
25,290,95,21,77,65,87
25,291,24,0,21,7,23
25,297,58,16,5,94,84
25,322,23,38,43,0,12
25,323,38,26,94,17,56
25,325,36,19,47,85,57
25,331,7,60,79,36,38
25,332,80,61,90,82,17
25,336,63,22,12,71,51
26,40,64,76,96,33,87
26,55,3,96,49,22,67
26,56,29,8,55,87,15
26,62,10,22,58,50,17
26,66,93,23,86,22,54
26,67,0,42,23,18,51
26,69,3,8,97,40,2
26,72,57,85,16,50,0
26,79,34,25,82,21,38
26,98,32,96,19,4,10
26,104,87,67,52,38,25
26,109,57,98,61,41,0
26,113,90,72,99,29,56
26,118,52,19,55,3,1
26,119,54,56,44,48,13
26,122,24,33,29,86,97
26,123,14,37,18,65,1
26,128,5,91,54,5,21
26,133,54,20,83,36,8
26,134,11,2,84,67,44
26,141,86,35,40,7,35
26,142,42,78,18,48,32
26,158,11,57,51,75,25
26,161,17,11,62,45,22
26,169,58,53,8,67,87
26,170,4,1,85,38,33
26,172,76,77,63,89,23
26,176,90,1,5,14,1
26,185,31,91,93,77,85
26,186,2,39,40,46,62
26,188,83,16,74,76,77
26,199,57,95,65,40,50
26,200,7,84,95,83,31
26,203,69,52,83,3,28
26,212,0,59,1,12,58
26,223,7,55,42,29,93
26,224,64,13,16,46,62
26,232,97,28,81,75,84
26,236,44,60,24,93,36
26,239,0,17,1,52,79
26,248,56,46,74,77,52
26,252,96,33,83,46,49
26,257,42,93,11,32,89
26,265,63,60,64,12,83
26,271,20,91,15,70,64
26,276,42,35,89,60,7
26,277,28,28,20,86,93
26,280,24,39,38,85,83
26,285,38,61,24,44,12
26,291,1,80,77,89,16
26,295,40,52,65,25,39
26,297,91,58,91,2,54
26,298,40,91,76,18,86
26,304,12,95,99,75,84
26,308,30,58,73,82,49
26,313,63,53,13,69,98
26,315,3,8,5,34,76
26,322,15,5,38,85,67
26,323,82,34,99,44,35
26,325,66,2,80,7,88
26,332,11,76,88,88,95
26,334,71,10,4,30,30
27,54,55,8,15,94,54
27,119,45,11,74,8,62
27,324,56,80,19,59,13
27,329,2,57,63,5,45
28,41,32,77,77,50,99
28,115,64,65,65,46,84
28,116,53,37,73,54,47
28,140,50,5,31,51,32
28,144,28,84,69,86,59
28,149,22,18,93,47,97
28,151,12,96,54,16,50
28,226,59,39,47,40,11
28,310,96,40,73,81,14
28,312,95,20,91,68,66
28,326,61,39,43,21,80
29,40,38,24,70,25,91
29,82,79,64,57,88,47
29,106,96,80,74,8,62
29,118,19,73,36,49,63
29,172,99,82,16,93,27
29,203,52,57,14,35,31
29,211,28,2,28,72,66
29,231,24,2,54,14,38
29,247,35,88,69,14,79
29,252,57,97,74,95,20
29,338,95,57,6,63,5
30,48,29,54,14,15,34
30,56,11,52,39,47,52
30,73,4,61,57,88,87
30,178,36,56,62,27,86
30,188,78,66,93,74,40
30,200,15,58,3,72,52
30,213,72,35,97,11,71
30,224,40,95,61,12,79
30,236,37,38,53,36,2
30,271,39,41,74,71,91
30,303,10,99,19,35,4
30,304,3,3,72,92,67
30,322,1,97,56,40,43
30,329,2,81,0,83,51
30,331,7,91,64,14,71
31,51,8,5,45,46,64
31,67,84,43,9,82,31
31,83,27,40,89,33,41
31,84,99,2,10,15,41
31,109,35,54,9,45,86
31,122,12,94,26,59,40
31,129,11,80,8,38,37
31,142,69,4,61,56,15
31,168,11,10,7,30,76
31,200,76,10,82,2,55
31,237,74,67,63,11,97
31,252,53,38,2,93,28
31,277,3,84,3,43,81
31,280,80,6,44,43,53
31,291,71,34,71,7,31
31,304,31,81,29,96,91
31,308,60,1,20,34,46
31,338,93,12,52,98,27
31,339,53,86,22,96,94
32,93,96,73,79,85,67
32,137,86,27,9,61,84
32,167,13,24,8,79,62
32,310,6,38,82,97,30
32,337,42,35,16,27,67
33,42,9,73,15,0,8
34,173,4,4,33,53,5
34,348,48,46,20,38,58
34,414,20,45,62,39,21
34,428,72,17,45,51,35
35,143,10,42,79,41,86
36,108,24,12,80,42,87
36,127,75,63,96,84,58
36,135,16,18,62,94,29
36,184,11,59,63,19,39
36,197,13,22,55,55,59
36,251,44,46,48,52,65
36,281,97,76,65,81,92
36,284,42,37,14,7,49
36,309,33,63,2,85,83
36,320,47,65,48,23,74
38,117,21,46,92,99,1
38,141,61,39,53,95,37
38,178,54,8,21,96,78
38,248,20,43,55,88,56
38,322,9,33,41,94,94
38,332,54,73,93,33,77
38,339,15,39,17,90,90
39,69,43,96,20,0,63
39,105,38,7,3,98,74
39,119,19,46,95,70,56
39,121,45,3,55,6,92
39,141,52,95,42,70,43
39,161,62,20,21,12,92
39,165,5,88,45,57,33
39,200,47,92,67,87,96
39,257,29,70,4,2,66
39,277,96,43,61,50,46
39,280,80,94,34,46,22
39,313,61,28,39,33,43
40,56,52,51,74,40,29
40,67,81,17,38,85,83
40,72,70,37,47,58,12
40,77,80,6,82,55,12
40,113,0,68,83,91,33
40,132,8,38,18,2,24
40,133,92,41,51,14,28
40,141,46,46,86,69,27
40,142,58,0,95,33,24
40,158,23,41,33,23,35
40,169,5,90,55,40,67
40,172,45,80,54,69,2
40,199,23,67,70,57,42
40,200,67,68,90,74,87
40,203,30,72,56,39,35
40,212,83,62,53,87,41
40,213,52,19,83,42,51
40,224,67,67,60,96,12
40,231,86,76,10,28,21
40,232,49,76,4,99,62
40,239,6,82,77,20,74
40,257,73,23,80,1,95
40,258,10,10,12,87,85
40,265,76,16,0,53,26
40,271,49,31,12,44,31
40,272,48,42,48,80,71
40,274,24,67,34,11,14
40,277,30,27,14,72,58
40,280,85,80,77,35,50
40,298,76,0,64,47,88
40,304,3,98,60,80,0
40,307,22,66,4,92,99
40,315,65,54,72,73,84
40,317,52,61,5,94,3
40,322,45,28,95,44,88
40,325,53,8,15,5,88
40,329,81,17,12,37,45
40,332,34,19,4,93,42
40,334,98,62,32,54,79
41,44,2,34,19,15,68
41,93,8,2,58,88,21
41,111,20,25,42,73,4
41,115,88,2,1,37,61
41,116,36,55,78,91,37
41,137,40,30,95,69,37
41,140,35,71,10,23,78
41,144,25,1,52,2,56
41,151,43,56,62,42,55
41,214,2,33,81,55,19
41,226,67,50,43,67,80
41,230,31,21,94,1,66
41,243,6,88,28,75,28
41,310,9,42,12,48,88
41,312,16,64,8,63,89
41,326,2,73,61,77,73
41,337,19,31,79,44,91
41,343,69,88,83,66,58
44,111,98,94,5,85,33
44,312,96,88,61,43,43
44,343,15,89,40,95,67
45,67,90,22,93,58,32
45,104,10,68,37,70,69
45,122,33,38,38,26,76
45,132,35,39,86,87,79
45,142,96,0,22,88,77
45,186,47,81,85,35,86
45,200,76,2,63,69,95
45,221,9,61,33,68,20
45,303,94,70,5,18,66
45,322,88,7,34,21,52
45,345,13,52,58,37,37
46,143,7,27,19,59,11
46,175,33,56,21,16,62
46,177,79,76,75,84,57
46,278,20,93,40,84,13
47,301,21,8,73,34,71
48,53,99,4,58,35,76
