source,destination,f1,f2,f3,f4,f5
993,871,79,60,30,24,40
932,328,29,62,64,76,85
626,1019,5,18,54,67,10
429,533,26,33,93,54,54
831,65,68,48,18,9,23
729,654,68,84,43,83,30
1177,479,62,71,21,48,31
691,751,45,7,98,83,40
1451,702,13,86,17,83,27
278,1074,22,3,42,10,3
1275,659,94,4,36,89,16
482,1333,60,58,90,9,46
705,1084,12,80,84,55,79
1285,1053,96,97,60,98,38
718,721,73,5,44,54,23
1063,507,37,78,3,63,66
1560,1211,18,78,65,50,93
1308,904,3,68,0,38,17
177,615,86,4,75,0,84
186,1135,62,30,24,3,50
507,2,92,14,62,30,0
483,386,18,9,15,30,36
961,1042,63,9,45,27,63
887,193,24,2,73,19,34
131,684,80,29,18,5,33
181,878,94,94,59,27,40
955,1235,52,28,33,19,94
410,1045,27,5,93,4,92
915,490,36,28,95,30,26
1099,820,72,63,51,94,5
1164,477,23,17,53,36,68
83,1186,53,80,25,94,75
419,635,89,20,77,86,88
569,831,70,22,33,60,20
1459,190,95,34,85,82,81
387,687,93,78,19,14,67
1177,545,15,24,46,2,17
1348,632,28,15,69,91,22
34,833,21,95,31,42,54
1099,1036,29,38,2,77,70
331,638,68,74,31,77,10
793,1230,99,26,2,15,55
515,723,80,27,40,2,94
1450,330,41,82,95,35,28
373,54,50,37,72,78,2
1494,1543,25,93,85,95,91
928,1132,7,90,87,96,0
99,1030,22,89,26,15,34
1372,1271,87,52,58,67,90
7,1059,90,15,63,31,62
431,531,71,82,18,55,67
853,1439,48,72,84,66,39
710,1430,48,75,79,97,68
1187,1197,59,65,14,55,91
1399,912,20,17,58,77,70
692,655,21,90,32,88,13
122,660,63,61,8,39,88
981,21,5,11,71,66,22
728,1167,13,97,43,23,77
1063,31,30,84,43,20,44
1548,1583,82,63,19,95,44
1372,1380,34,24,17,24,70
564,1253,10,32,8,3,64
1511,1114,93,40,24,14,55
1036,610,95,75,96,84,29
1539,134,82,93,46,99,26
42,1062,57,74,0,94,53
396,404,62,37,26,48,64
1408,330,80,40,41,91,36
1456,184,14,72,51,18,57
1619,1153,33,83,87,51,84
1319,882,92,51,87,68,52
1211,1172,62,52,76,14,9
991,731,39,30,0,88,26
575,455,91,38,65,98,32
1372,1180,84,85,86,58,33
921,993,1,84,71,27,3
1153,318,39,85,52,1,29
1159,95,46,53,13,44,1
408,1130,12,87,9,39,37
1548,673,51,5,92,3,55
1149,912,93,91,60,30,6
1211,564,21,53,81,78,68
1096,1336,87,85,31,75,22
575,1281,95,21,23,71,70
1615,1488,13,39,55,43,51
288,1141,37,31,57,88,23
1285,139,85,44,79,61,34
1429,1640,20,99,20,14,52
1164,742,36,84,11,49,77
1096,1010,88,55,10,86,36
231,140,90,31,24,73,45
955,1123,31,43,71,12,49
973,146,84,29,65,57,24
160,920,60,13,19,8,71
1546,763,69,62,17,48,27
1164,1531,2,48,22,9,92
558,1566,51,35,22,7,66
1598,741,86,17,47,52,32
223,124,87,74,86,41,88
1458,11,59,67,90,92,11
483,1308,57,64,42,95,49
1622,1440,69,63,36,90,59
599,1094,95,70,34,42,96
1639,127,2,1,69,88,50
190,49,79,96,5,58,15
85,1155,20,70,33,67,41
956,1318,29,74,10,39,54
464,1206,4,80,21,46,65
912,1177,30,34,36,99,70
1320,1267,68,12,48,75,5
123,774,81,73,37,24,50
1064,1113,84,17,85,79,33
973,513,74,43,51,21,5
392,333,14,39,0,74,0
1491,1273,18,48,24,65,9
286,706,58,63,29,20,28
1531,380,87,28,78,78,90
668,1194,28,41,36,85,6
829,1484,21,43,21,5,0
431,643,77,64,56,59,83
1132,1560,43,29,46,15,87
1491,1150,64,25,59,78,4
613,1547,75,22,28,79,61
1529,634,31,63,34,96,52
40,1028,87,20,73,59,11
991,1427,11,49,52,94,70
1025,233,47,2,42,86,60
47,486,0,89,67,16,43
1548,1510,45,43,3,69,45
853,1133,40,81,1,8,86
853,498,5,28,32,59,75
887,1356,84,52,34,36,33
1303,1131,41,79,6,60,32
1575,941,24,92,48,58,96
1416,178,81,46,40,40,54
718,1161,44,26,33,60,16
1274,1131,56,95,11,71,1
1140,273,77,46,81,15,42
292,325,36,22,71,19,65
286,902,31,99,15,25,19
829,339,55,79,52,60,57
1211,1572,29,59,99,79,89
576,1321,12,3,60,5,45
959,1611,29,36,98,45,9
524,771,44,0,57,72,73
524,1414,55,71,34,80,59
1185,660,16,51,17,37,29
1016,592,87,41,97,77,89
1615,285,99,3,76,15,97
622,269,70,93,51,1,60
85,412,58,7,71,39,76
797,920,8,11,88,9,19
941,364,54,48,4,24,76
34,1018,97,71,8,91,11
200,185,25,82,29,71,17
1123,1211,19,12,67,79,28
1291,88,86,28,15,36,95
0,619,28,50,34,99,59
223,268,74,13,64,40,92
1019,1195,82,80,78,87,54
1422,628,14,14,17,26,61
1143,187,63,37,65,93,89
1177,339,15,82,35,86,59
165,896,15,35,74,75,46
1393,1362,6,40,97,86,5
1615,1248,15,70,4,74,11
1342,1339,59,33,39,98,41
396,1210,8,47,9,36,3
85,1323,84,48,7,20,59
1583,496,87,60,42,90,16
80,1375,99,34,42,21,78
771,1327,85,34,31,36,64
409,1091,89,9,85,16,28
491,1018,19,97,3,24,45
1230,70,66,86,14,24,39
148,1375,43,71,21,58,97
955,380,81,48,43,45,36
592,213,2,25,47,47,36
1181,704,99,87,30,30,10
1211,1530,86,89,75,25,32
1373,83,36,34,75,89,41
895,1408,39,52,97,70,80
894,579,16,44,52,45,71
248,592,70,12,48,3,44
978,874,91,3,55,65,31
1291,1592,4,63,38,11,88
70,553,53,70,95,1,69
1211,23,76,37,58,88,77
1161,260,57,76,11,73,36
1339,1194,67,41,68,12,43
1583,704,14,70,90,50,52
558,838,61,51,44,94,49
333,3,29,45,2,3,46
778,1108,90,68,70,90,5
971,1312,79,51,57,84,60
201,696,95,1,34,34,27
70,587,29,99,21,20,71
491,925,60,50,20,55,56
1542,1413,92,53,47,69,19
1286,1594,86,17,92,98,14
762,705,11,86,80,6,71
1574,780,27,20,49,11,32
771,878,22,4,12,32,5
1154,228,76,89,90,0,14
429,1601,33,75,18,3,56
682,31,7,1,28,82,37
1027,1252,99,69,12,1,59
1251,1375,94,39,15,90,15
0,988,45,20,80,33,55
1347,564,22,40,13,93,28
392,1172,97,23,15,12,11
253,1160,57,90,89,73,92
1304,1371,53,64,7,0,69
771,185,91,21,78,40,47
1025,1624,4,32,37,58,89
1632,1328,61,90,23,10,71
1100,361,4,70,62,52,39
1390,893,27,91,83,10,60
1416,899,39,76,77,51,9
1429,854,11,3,12,83,52
91,1331,15,75,19,62,26
527,711,58,21,37,61,17
483,404,65,54,47,72,89
797,585,62,71,41,62,33
507,752,48,86,20,38,62
1568,1228,57,11,26,13,71
744,1584,37,34,9,73,12
1426,1574,77,6,71,64,9
605,65,36,37,4,40,48
1247,1490,92,17,48,33,23
1235,814,25,83,76,43,34
1132,653,60,2,89,11,88
403,794,84,14,78,85,96
895,1235,50,99,89,23,84
1153,1631,65,35,94,49,7
318,692,77,16,13,20,19
1156,260,90,13,94,32,4
526,287,11,78,97,72,5
1122,295,58,60,62,74,0
85,1604,98,14,23,59,18
1439,1407,85,45,65,64,45
188,662,68,81,15,16,8
531,878,49,60,23,32,13
160,178,3,46,79,31,20
394,142,13,40,47,59,39
120,1559,58,12,84,37,77
629,279,12,91,0,63,75
1179,1404,6,2,73,31,63
1560,1210,73,16,99,32,3
208,9,95,43,26,54,11
1401,240,73,26,4,13,90
124,497,76,20,67,42,25
928,1311,47,93,72,81,10
1159,952,79,56,44,59,8
1423,65,57,6,27,9,53
1473,592,39,26,99,76,0
1521,697,83,42,87,8,5
1248,1056,86,22,1,14,65
1348,910,2,33,42,87,61
1025,1508,32,96,59,54,99
371,173,81,53,1,34,4
562,1403,25,56,67,75,33
1078,1255,47,49,77,88,71
1475,705,66,45,7,44,23
44,281,93,98,37,42,86
825,1056,33,35,77,30,82
556,357,28,2,92,25,16
0,1042,58,94,60,4,90
1399,1425,73,89,97,98,40
978,918,78,85,36,2,29
352,1586,23,33,12,35,63
825,242,56,57,97,25,71
1138,67,1,38,84,36,4
0,71,76,40,32,5,31
1450,1343,34,56,1,90,97
448,1268,98,90,59,18,81
352,1548,52,51,30,61,34
1372,148,52,45,65,23,19
554,1428,1,20,6,15,43
248,945,1,33,13,11,49
1548,102,44,64,93,12,28
1476,388,74,12,15,18,61
1514,1625,30,6,35,89,66
115,774,61,66,66,19,82
131,968,21,77,6,99,36
292,906,62,79,83,68,15
239,173,91,42,59,65,24
1408,1400,42,78,2,72,28
713,349,79,59,49,11,20
25,544,41,41,49,55,49
575,1531,22,34,10,74,15
1347,23,19,22,94,73,79
257,808,44,6,50,20,8
491,1616,27,15,87,76,79
1210,815,13,46,28,5,1
145,184,68,25,26,82,6
689,1113,27,31,44,62,25
431,308,9,58,71,20,25
318,1529,12,10,8,26,90
672,141,85,91,88,6,8
1394,1564,13,43,59,45,18
1556,1120,51,97,92,72,76
971,513,37,85,88,68,13
903,233,99,99,46,31,69
389,458,89,6,23,37,83
1202,1065,95,42,33,0,43
1211,139,50,69,7,97,91
1019,548,82,54,34,72,13
911,477,24,14,41,34,98
181,577,18,73,94,21,37
125,78,97,88,38,45,90
507,1185,84,42,66,68,16
1422,699,0,83,69,47,73
1181,846,34,45,33,97,80
759,1009,45,49,23,15,67
1521,1188,9,47,30,54,58
1521,1169,22,56,77,4,32
443,1054,83,14,0,5,38
177,1059,90,17,16,59,29
1237,1159,31,17,39,21,99
120,1022,64,7,59,15,86
657,895,88,36,32,58,15
1179,796,19,9,46,61,17
793,1127,28,47,66,26,42
491,983,37,39,62,8,76
429,1268,8,62,79,18,2
369,32,27,23,45,13,12
382,1335,95,58,87,25,99
1100,254,86,79,73,82,48
897,371,94,22,23,62,40
482,1108,6,45,1,45,33
1288,701,60,60,32,83,4
215,719,45,17,85,87,68
431,32,88,33,9,33,98
1099,1025,48,30,12,27,85
829,395,6,11,45,28,97
911,437,35,38,49,31,37
1450,1175,42,72,78,85,18
1577,948,23,60,83,81,6
558,1469,34,57,73,13,7
1286,941,39,62,77,90,57
482,271,33,41,54,95,69
269,1541,32,16,43,90,84
1291,285,39,62,26,38,83
396,1345,40,14,8,27,21
1511,157,57,70,24,34,27
771,973,22,34,27,72,19
16,1294,20,23,82,33,42
830,423,26,48,71,32,50
1429,460,11,14,25,37,8
941,542,13,68,44,36,21
894,1530,28,16,67,98,91
665,1461,42,19,95,58,80
1423,1174,11,95,63,64,3
119,1403,12,45,73,57,83
895,204,83,22,56,7,47
401,1326,60,3,60,98,3
148,1416,45,92,77,12,28
1380,600,91,47,6,13,25
115,1566,58,89,55,82,39
303,573,7,8,63,8,41
1223,879,6,10,68,16,48
597,316,5,93,54,77,37
629,82,62,51,29,62,35
1389,1475,18,42,79,30,11
971,1604,74,69,53,86,59
122,1013,44,74,49,47,61
867,217,13,77,83,59,1
1436,146,98,84,87,28,57
282,157,57,76,50,75,37
201,918,99,5,46,10,86
491,1029,58,17,47,75,51
887,125,72,82,44,38,62
853,205,64,94,93,70,34
656,23,89,4,45,40,97
1491,1531,68,32,39,72,68
153,1129,19,81,21,78,74
1322,1646,39,20,64,10,56
1494,966,17,36,14,30,78
1436,115,3,65,89,18,41
959,250,39,63,38,79,88
1320,4,10,74,20,77,21
386,1176,36,76,98,82,35
843,1047,8,93,33,16,43
1295,1226,57,20,65,25,51
610,568,28,63,51,65,69
207,263,51,4,52,64,51
345,1033,94,12,96,65,80
1285,1072,5,36,50,91,52
1556,1592,69,10,84,27,17
194,661,32,34,77,36,8
1339,100,53,48,73,85,61
1164,1565,72,86,86,97,7
1426,594,61,36,12,56,78
575,1160,35,52,39,52,96
729,1339,0,56,69,53,51
131,1233,38,90,91,81,82
1575,1371,57,25,24,76,41
1167,416,58,32,38,8,19
1142,263,64,21,50,37,15
771,1189,83,78,57,60,26
1159,178,22,54,2,17,28
279,891,94,34,37,65,46
340,1206,35,78,19,29,78
292,500,67,19,88,78,38
712,102,93,59,0,7,47
1550,1174,61,67,51,28,50
21,794,66,68,26,24,90
268,684,26,94,45,56,53
1514,526,56,9,67,87,18
1177,1098,97,17,90,30,94
1167,483,21,98,86,2,60
375,341,65,80,32,70,88
937,60,91,0,59,21,10
1159,956,86,96,26,98,38
624,872,96,10,88,29,97
1571,642,90,32,42,91,52
223,1013,8,19,18,26,22
1004,12,69,15,27,5,71
85,1120,67,28,62,91,52
531,954,16,56,2,81,21
123,871,91,71,6,33,29
586,751,16,79,24,69,39
979,1646,73,65,15,38,65
429,836,33,73,48,4,31
246,330,24,52,52,29,45
1372,1462,0,49,38,61,78
52,1015,23,17,4,14,49
586,468,4,83,96,22,44
928,240,76,94,12,60,31
339,166,89,15,12,43,31
796,1548,58,85,82,61,20
201,620,27,67,83,38,77
1164,844,38,13,33,65,27
369,230,77,17,4,65,21
1177,1646,44,89,96,69,57
371,751,42,86,81,14,67
1634,594,64,12,85,35,62
991,140,23,0,92,69,1
1616,650,68,22,13,8,28
1350,1323,91,71,25,59,41
105,1001,92,94,75,4,71
481,1624,84,20,91,4,85
1615,659,22,42,32,1,38
1367,1616,35,86,37,0,14
396,981,6,57,72,63,21
1222,166,46,9,1,51,15
429,153,59,97,67,88,43
389,766,34,2,97,59,36
829,1068,52,59,47,4,86
1575,1475,11,67,84,66,87
853,975,9,81,15,16,15
513,591,32,87,45,29,76
1371,625,9,35,15,16,93
160,436,59,42,8,27,70
657,1529,4,79,71,76,39
771,314,47,52,17,61,12
153,879,47,54,55,33,7
497,229,63,40,14,69,28
524,110,44,53,71,61,99
1634,1063,10,62,33,10,75
619,1540,3,22,22,80,51
1639,757,98,84,88,48,71
534,295,45,38,70,9,41
589,1054,42,20,97,3,99
106,920,72,66,51,83,93
0,308,96,85,82,1,68
331,466,97,17,56,68,75
613,485,4,44,18,52,33
1167,32,92,85,40,74,64
682,1455,35,30,81,36,49
1185,25,50,71,43,58,50
275,80,11,87,95,14,79
641,1093,79,18,12,37,51
961,477,71,49,40,20,40
842,445,84,89,47,6,51
283,205,9,68,44,50,47
836,196,84,81,79,83,6
1202,1112,96,91,14,65,10
1031,866,15,15,32,34,96
1288,1646,38,6,69,66,16
556,775,15,3,49,65,68
352,997,46,36,87,68,1
269,202,70,89,43,53,95
181,315,94,68,32,88,95
188,833,36,78,26,94,64
408,1559,97,44,34,14,45
637,896,41,42,93,87,63
1556,1025,24,34,25,92,89
59,918,82,78,96,37,15
431,809,60,32,93,95,85
333,992,49,11,51,28,77
771,1132,52,68,49,3,35
793,1283,87,92,49,48,21
371,124,15,28,77,77,30
1418,536,53,56,22,35,70
85,1090,60,33,79,64,30
556,375,1,11,16,63,64
7,1366,52,21,32,80,17
673,9,10,8,75,8,66
971,274,75,66,7,90,89
1220,1004,89,52,37,99,21
281,172,33,88,63,47,85
147,1188,30,88,31,80,94
650,927,81,93,72,48,36
1548,315,38,62,75,40,20
576,1198,49,15,27,23,52
912,70,41,79,37,40,93
106,339,8,55,77,63,83
709,703,29,40,8,39,41
1456,1326,50,90,71,92,59
1438,528,69,98,6,66,89
1025,575,64,53,59,35,23
657,1297,82,28,74,75,79
194,1003,40,16,84,89,68
1290,31,28,68,68,67,13
1104,1198,51,89,55,69,13
728,1372,88,21,60,15,74
592,1326,66,65,31,8,46
105,797,16,89,88,83,28
613,1053,48,48,51,20,21
177,938,66,50,13,54,45
419,1291,94,15,53,76,64
927,1616,50,46,35,54,76
1100,682,74,26,20,40,43
1304,889,42,51,79,32,76
921,1580,53,63,6,93,34
707,132,57,81,15,62,39
120,21,37,40,22,75,53
1095,86,75,33,90,52,77
1096,1115,33,94,48,52,7
375,1154,19,55,46,54,93
1275,814,63,55,52,25,27
396,1158,61,30,67,46,12
10,132,43,44,65,35,56
911,731,75,18,1,15,22
867,785,53,88,74,3,45
482,389,15,7,78,49,17
16,1061,18,80,53,16,25
691,395,44,36,29,20,12
25,1220,47,3,61,20,68
1342,1057,0,77,18,38,68
814,550,11,8,27,98,90
1078,640,22,33,82,89,58
1275,293,28,9,89,93,72
762,549,15,7,49,48,53
971,900,13,72,8,39,86
656,1023,71,17,4,17,75
978,1043,26,75,8,15,9
177,1627,40,92,2,92,63
1123,911,90,41,66,90,12
241,100,70,82,45,58,93
34,1468,89,42,90,30,44
865,999,45,55,19,58,21
1632,1439,43,94,40,48,45
1089,31,62,69,14,23,97
392,318,24,63,56,93,35
1089,1484,8,99,64,87,7
928,1326,16,26,64,2,34
1159,648,10,8,94,75,65
1160,1229,91,42,22,39,90
771,509,75,12,16,78,81
139,395,47,33,6,9,51
212,1522,95,85,42,10,73
1164,1574,97,43,76,38,53
842,371,91,90,40,29,40
200,1228,66,45,25,42,90
1350,508,60,68,79,28,91
275,1548,65,25,35,23,28
455,288,49,26,23,89,90
444,164,0,36,38,92,33
1622,1013,53,13,14,82,38
836,568,48,94,6,0,32
545,499,11,86,80,36,5
575,32,55,51,37,5,61
301,1228,20,94,31,80,26
1285,397,33,12,73,69,37
1320,701,94,32,64,63,47
1436,814,46,28,45,17,15
718,1521,4,87,59,55,3
1425,899,85,90,17,73,10
723,544,47,20,20,11,70
1574,1251,17,32,55,73,21
528,1530,13,30,12,17,72
419,1238,82,60,49,67,53
909,763,51,38,16,80,14
672,1581,14,91,79,76,80
1544,1129,33,50,66,23,5
695,965,16,24,82,85,60
827,646,95,83,79,80,80
424,1375,64,4,86,54,96
895,827,65,64,37,57,43
1646,1013,21,50,42,12,47
919,1238,74,95,49,30,17
1485,709,91,24,62,30,2
728,895,2,49,89,36,74
781,1202,94,36,30,67,43
483,73,97,32,13,55,66
13,807,41,38,32,63,49
853,1614,98,26,83,3,52
589,1643,66,65,1,44,95
1584,608,74,99,16,64,54
1291,144,51,81,70,99,77
1420,1017,4,7,42,36,97
576,1206,10,23,8,0,82
1539,172,26,35,9,8,45
771,956,47,69,70,85,73
1213,643,94,61,57,42,87
403,275,77,68,62,51,99
430,314,68,4,70,36,16
662,22,38,52,34,49,62
331,1505,32,32,3,23,98
847,1345,17,1,0,26,32
1085,778,81,34,19,66,2
526,413,51,31,43,44,54
515,370,1,81,67,31,27
1125,744,71,69,63,83,45
189,838,27,58,49,16,50
712,902,75,74,44,56,16
419,1109,96,42,87,5,91
1436,507,15,45,63,88,27
181,1511,86,58,41,86,44
827,254,83,83,58,78,67
410,1094,84,46,83,72,88
825,971,77,94,72,33,16
1167,514,72,12,0,30,21
941,1594,3,22,19,4,7
1619,1056,19,88,12,49,70
280,959,20,91,37,25,63
799,682,6,80,70,66,5
1210,191,89,83,78,37,12
562,1375,84,45,11,15,72
817,1135,5,40,45,82,93
131,1465,87,40,49,55,44
959,661,57,63,87,48,78
382,273,47,49,12,81,40
202,785,26,30,51,51,34
1098,886,32,45,60,72,0
505,14,97,49,49,38,70
1189,23,23,18,36,12,65
744,564,16,80,28,12,39
1437,731,22,91,16,72,43
331,912,50,58,81,30,99
1458,1227,72,59,0,27,86
140,1411,8,7,0,69,31
1185,992,67,19,39,31,2
1568,25,13,86,50,94,5
491,402,34,23,70,24,44
1426,485,64,84,2,87,2
147,1276,19,76,9,65,12
796,1157,91,70,51,85,26
1342,762,0,30,50,31,75
718,1476,72,30,85,10,63
333,1188,43,80,73,12,62
369,1211,38,23,51,93,43
794,389,54,42,34,36,22
1110,685,62,48,84,71,60
106,516,70,30,81,80,66
160,812,26,97,70,5,8
1547,719,59,93,59,83,70
712,1166,43,72,47,59,90
793,919,89,98,28,54,51
1160,148,69,25,70,30,28
482,724,26,78,97,78,3
911,465,92,48,10,1,1
1367,414,72,26,81,5,80
642,187,83,93,51,97,35
274,167,75,65,72,86,77
526,1261,68,51,28,87,38
455,1207,67,90,72,91,28
576,1375,67,21,7,6,13
160,1237,12,92,53,70,14
153,522,20,72,90,83,7
497,607,14,15,62,38,57
1624,1425,82,57,99,90,34
657,1339,72,60,82,85,75
558,1422,25,12,76,51,26
85,1631,51,30,75,55,57
1274,1172,94,9,69,4,67
406,1181,68,99,85,80,24
35,45,4,57,23,29,86
608,667,64,55,76,49,53
712,433,66,40,28,3,31
818,350,76,19,30,41,26
888,415,69,67,36,86,49
145,1509,19,34,57,29,1
1085,1237,57,99,22,54,45
915,295,43,99,27,30,60
683,1186,77,33,42,48,71
1274,410,52,2,92,27,12
1556,301,38,67,41,4,19
829,183,16,8,19,7,13
728,1465,72,59,27,21,65
611,1401,83,24,61,48,7
1085,1235,92,13,16,32,57
1223,1093,49,26,98,53,37
1399,925,80,40,30,7,45
624,263,60,73,48,91,31
343,1529,31,21,58,96,39
482,1564,17,40,75,95,18
1185,937,2,52,7,97,48
408,895,26,37,69,45,16
1632,668,43,18,91,55,25
306,1266,40,88,49,56,82
1125,1124,93,87,12,62,71
1636,1331,61,44,40,96,8
106,145,69,16,34,25,81
744,92,41,38,81,54,49
1548,669,31,98,93,46,83
1275,582,18,92,41,77,38
494,775,32,0,49,39,56
1189,1634,30,76,2,42,43
624,640,2,29,0,23,23
894,1157,72,91,86,58,70
1160,575,0,81,8,85,97
1352,4,33,70,80,56,66
16,1440,91,12,29,51,26
541,1400,92,60,54,97,15
926,1629,76,8,92,10,76
481,1323,12,50,54,76,6
1424,1594,10,44,37,84,67
301,1149,63,65,79,97,72
565,523,26,61,71,32,10
1347,49,79,39,56,71,44
292,971,30,32,41,8,6
301,776,87,94,25,35,50
554,1160,77,92,93,51,90
825,1029,22,18,18,56,95
1374,438,50,34,8,43,12
971,959,92,54,13,11,50
1560,1159,72,52,12,65,53
712,1424,76,35,54,52,19
186,178,71,60,31,76,47
1160,565,59,87,78,10,65
