source,destination,f1,f2,f3,f4,f5
6,56,32,79,74,2,75
6,61,97,87,77,26,57
6,80,63,15,25,42,6
6,86,78,5,85,85,23
6,89,31,26,95,18,57
6,93,40,16,56,89,18
6,94,56,99,74,51,96
6,127,62,10,4,0,27
6,130,29,37,65,66,32
6,132,51,32,21,54,86
6,135,17,50,1,22,92
6,140,73,60,58,9,78
6,147,5,8,68,58,85
6,151,34,15,13,21,87
6,153,13,7,28,8,2
6,154,53,83,26,99,35
6,163,86,7,85,64,18
6,167,4,17,14,46,71
6,168,36,49,93,51,28
6,171,12,85,50,97,41
6,175,87,9,80,91,42
6,178,54,21,34,95,89
6,182,85,27,44,44,87
6,183,92,3,45,18,32
6,216,87,67,3,51,4
6,219,63,81,40,88,69
6,226,7,88,68,12,93
6,227,7,64,72,27,73
6,228,59,81,25,91,45
6,232,66,69,67,81,18
6,236,26,19,66,37,96
6,243,73,88,4,79,99
6,250,9,51,30,16,88
6,252,72,69,83,80,54
6,257,75,45,53,38,64
6,258,55,60,24,91,66
6,259,56,6,51,22,25
6,261,10,86,45,1,32
6,271,80,48,56,57,96
6,273,18,78,45,69,17
6,274,84,70,35,73,33
6,280,21,21,36,50,81
6,285,27,81,35,90,84
6,286,81,89,69,75,12
6,290,30,6,74,48,75
6,298,2,6,54,35,15
6,299,95,0,21,64,95
6,300,92,42,99,51,40
6,301,9,17,65,21,87
6,304,84,46,5,3,25
6,306,48,87,48,64,34
6,317,2,10,8,77,24
6,319,0,4,69,28,70
6,322,88,41,85,52,74
6,325,84,82,19,0,98
6,339,64,23,21,36,87
6,348,76,88,11,0,9
6,349,90,30,99,53,79
6,356,1,32,54,0,97
6,358,14,26,68,60,97
6,359,17,25,53,56,78
6,362,58,3,80,42,73
6,363,88,30,44,42,19
6,370,11,40,67,32,0
6,371,25,62,45,29,10
6,373,56,66,5,71,56
6,377,80,23,59,72,94
6,378,97,13,22,23,0
6,379,42,17,97,29,82
6,390,1,21,37,80,37
6,391,25,57,73,96,4
6,392,19,23,14,44,39
6,394,20,96,31,76,50
6,396,67,30,25,50,79
6,402,23,41,55,23,88
6,405,7,77,80,9,76
6,406,5,90,78,96,11
6,407,70,22,2,68,1
6,415,41,96,85,56,82
6,421,32,93,36,61,37
6,422,83,6,32,67,69
6,427,84,69,33,19,51
6,428,31,38,17,49,18
6,431,14,31,30,10,90
6,432,73,30,34,47,7
6,433,68,38,30,94,25
6,435,20,2,97,70,65
6,439,25,64,60,4,4
6,440,53,74,8,37,18
6,447,90,63,81,99,28
6,538,76,21,39,64,11
6,545,55,82,6,52,2
6,549,30,4,62,70,2
6,560,92,88,88,97,90
6,564,6,2,83,88,99
6,566,0,55,17,64,33
6,567,5,48,22,6,2
6,579,78,35,94,4,39
6,581,1,36,94,30,79
6,584,75,82,71,36,61
6,586,44,23,78,28,58
6,589,64,11,80,12,60
6,590,5,64,58,69,24
6,592,51,13,36,69,66
6,600,46,10,24,1,85
6,604,90,10,72,4,70
6,609,63,53,5,43,8
6,611,20,54,87,32,69
6,613,41,76,14,18,18
6,616,69,83,37,48,49
6,617,78,40,3,90,61
6,619,43,36,45,27,65
6,643,21,90,31,1,30
6,656,71,22,66,23,71
6,659,4,37,87,22,84
6,665,4,84,49,72,33
6,668,72,29,43,8,80
6,673,34,16,97,39,6
6,691,16,4,41,62,13
6,694,65,94,62,87,24
6,700,22,48,33,76,88
6,704,58,97,86,28,35
6,717,12,98,30,4,24
6,723,58,26,69,99,48
6,730,24,50,81,61,16
6,733,1,41,64,82,1
6,739,56,2,29,19,69
6,741,8,98,96,61,91
6,761,33,71,11,93,62
6,765,49,23,66,23,78
6,779,20,95,51,77,79
6,789,75,22,18,11,41
6,791,56,39,73,92,47
6,798,11,17,50,78,47
6,802,0,70,81,97,37
6,813,91,39,41,26,79
6,820,22,66,67,77,30
6,826,3,26,37,61,43
6,857,25,98,68,67,33
6,863,53,13,79,84,43
6,871,7,56,67,66,75
6,881,56,20,61,12,67
6,885,30,38,67,14,62
6,893,67,40,49,51,64
6,895,14,99,11,72,46
6,897,69,72,79,44,59
6,904,67,67,77,93,23
6,906,71,78,96,19,75
6,907,33,80,67,69,79
6,913,49,24,0,97,37
6,922,81,6,7,67,14
6,932,3,37,48,10,57
6,936,73,91,98,70,94
6,955,74,53,0,75,59
6,960,29,61,18,12,96
6,963,27,86,39,60,46
6,966,56,85,44,20,4
6,971,67,87,62,60,48
6,972,73,30,84,25,65
6,978,13,45,11,73,86
6,979,42,22,11,0,4
6,983,68,45,7,42,3
6,991,88,62,43,12,36
6,993,88,67,42,42,45
6,995,92,93,10,98,10
6,1007,46,53,39,19,10
6,1014,81,40,22,9,37
6,1022,97,29,2,28,33
6,1026,96,8,36,15,81
6,1032,11,92,54,69,67
6,1035,21,51,92,53,9
6,1043,78,4,50,1,73
6,1055,68,85,48,45,58
6,1062,75,7,85,67,25
6,1125,20,67,8,53,12
6,1144,93,26,22,21,99
6,1152,75,86,57,96,7
6,1156,9,29,72,33,83
6,1160,44,69,87,90,85
6,1167,45,68,20,59,84
6,1168,34,54,98,62,82
6,1218,72,80,0,46,23
6,1220,54,53,41,63,43
6,1221,20,49,19,70,91
6,1222,29,24,54,56,33
6,1234,75,33,80,4,73
6,1241,84,40,29,60,72
6,1248,47,98,6,1,71
6,1253,26,15,42,16,12
6,1261,35,13,68,17,95
6,1297,59,52,56,8,39
6,1321,30,95,50,16,89
6,1326,2,42,10,61,10
6,1377,56,65,1,22,82
6,1389,54,60,47,86,69
6,1390,73,26,19,8,90
6,1394,80,24,92,31,12
6,1396,56,7,41,1,64
6,1428,59,63,94,0,84
6,1439,79,97,19,77,0
6,1441,79,92,72,14,97
6,1442,54,72,57,14,68
6,1446,72,3,38,14,12
6,1453,15,31,14,56,3
6,1464,33,89,13,64,42
6,1465,71,82,58,32,44
6,1468,83,75,70,23,56
6,1471,14,64,30,78,21
6,1472,56,55,41,78,52
6,1476,50,54,44,71,58
6,1478,84,14,26,81,16
6,1484,16,4,56,1,1
6,1485,17,30,70,0,4
6,1487,67,46,22,72,52
6,1489,42,40,65,62,9
6,1490,15,17,43,39,31
6,1497,77,69,87,6,83
6,1501,21,17,52,16,35
6,1506,37,44,36,27,79
6,1507,27,17,0,15,39
6,1513,25,35,57,55,9
6,1514,47,47,66,88,94
6,1518,6,39,3,65,77
6,1524,94,59,48,66,54
6,1525,19,47,91,99,6
6,1531,93,0,30,9,66
6,1532,45,51,99,70,19
6,1533,40,82,40,34,25
6,1538,98,32,8,49,44
6,1549,18,90,44,14,68
6,1555,40,93,46,13,79
6,1556,45,54,99,89,52
6,1557,9,61,66,19,55
6,1563,52,64,40,25,2
6,1569,44,66,8,26,13
6,1573,60,79,32,83,15
6,1587,31,81,87,49,95
6,1597,86,78,23,1,66
6,1610,98,47,42,10,4
6,1619,15,43,52,35,54
6,1641,18,69,14,94,25
6,1648,63,40,6,81,32
6,1652,84,3,88,40,85
6,1654,92,80,4,40,87
6,1657,33,12,36,12,15
6,1662,20,31,56,83,18
6,1669,51,99,64,89,40
6,1679,31,85,37,23,35
6,1689,5,21,51,95,3
6,1692,67,42,16,84,95
6,1701,91,6,69,28,7
6,1716,75,7,97,77,78
6,1718,1,89,20,53,74
6,1752,85,35,1,27,99
6,1758,4,38,81,28,55
6,1768,26,34,94,47,60
6,1774,34,9,73,46,16
6,1783,96,75,53,95,51
6,1787,68,83,31,95,29
6,1788,42,67,94,11,84
6,1798,15,12,4,4,17
6,1861,94,11,20,11,88
6,1864,4,31,3,8,64
6,1982,8,78,16,51,36
6,2409,6,16,34,31,45
6,2651,17,69,12,53,31
6,2843,59,7,84,91,81
6,2909,92,26,86,76,24
6,3755,7,91,62,64,53
6,3892,51,32,22,16,41
6,4037,61,38,65,51,21
6,4134,49,80,7,51,86
6,4792,30,15,5,87,53
6,4942,72,44,91,22,78
6,5323,5,78,53,62,72
6,5697,67,82,61,13,2
6,6227,47,50,55,97,96
6,6330,48,54,13,31,16
6,6624,42,43,5,29,36
6,6765,80,61,6,89,45
6,6790,85,4,3,42,12
6,6965,34,66,16,79,73
6,7161,46,5,44,3,56
6,7632,55,24,63,59,40
6,8282,70,90,83,58,60
6,8290,48,5,38,6,67
7,6,80,8,6,46,20
7,28,81,43,52,1,42
7,30,6,22,95,72,34
7,32,33,18,65,59,28
7,35,74,96,99,60,32
7,38,93,67,78,64,27
7,54,37,76,75,80,34
7,55,80,36,2,60,51
7,61,76,78,77,14,17
7,75,73,22,64,22,1
7,93,36,6,7,25,53
7,105,95,44,65,59,73
7,228,44,95,68,69,83
7,259,72,66,69,28,17
7,271,79,63,20,48,17
7,299,24,44,51,66,83
7,524,64,13,20,35,40
7,1190,23,68,97,85,22
7,1193,51,27,78,74,76
7,1425,80,37,52,13,39
7,1471,46,3,39,50,58
7,1919,73,32,84,5,22
7,8283,43,13,45,39,41
7,8287,70,28,41,16,22
8,6,98,52,55,93,88
8,10,49,15,51,73,13
8,19,78,60,90,89,58
8,23,63,51,34,49,86
8,28,34,75,60,85,47
8,30,42,94,66,13,24
8,33,45,54,53,15,85
8,34,13,81,87,54,59
8,36,12,70,8,4,11
8,39,45,67,9,12,44
8,49,65,93,85,0,5
8,50,66,54,40,59,30
8,54,9,5,56,35,55
8,55,38,0,0,95,39
8,56,48,47,43,84,19
8,61,23,88,59,44,85
8,75,5,49,21,97,32
8,80,37,65,12,46,96
8,86,32,32,4,63,88
8,89,50,38,46,92,61
8,127,52,32,37,67,72
8,130,68,26,8,29,39
8,132,11,1,61,26,33
8,135,22,73,67,90,18
8,140,78,77,52,88,9
8,144,74,25,43,6,50
8,150,6,64,46,82,42
8,151,90,16,70,33,14
8,152,74,97,19,49,87
8,153,87,27,79,5,7
8,154,28,34,89,73,84
8,163,88,49,60,99,74
8,167,80,6,42,54,98
8,168,8,59,50,54,75
8,175,4,4,5,37,14
8,178,0,17,59,59,28
8,182,7,93,51,86,77
8,183,41,9,62,89,70
8,192,3,16,29,47,19
8,214,70,94,57,11,69
8,216,81,26,96,2,3
8,219,62,29,18,6,69
8,224,31,85,22,86,5
8,226,13,40,85,81,72
8,232,87,24,6,10,37
8,236,70,47,57,54,15
8,243,94,70,96,20,61
8,250,75,17,36,70,15
8,252,91,96,32,70,65
8,255,11,74,94,55,61
8,258,88,47,28,96,17
8,261,76,13,80,76,88
8,271,14,60,13,56,7
8,273,58,40,21,90,9
8,274,97,6,95,5,66
8,280,78,17,96,36,85
8,282,1,96,83,66,14
8,286,76,23,1,11,14
8,299,71,84,7,0,24
8,300,70,44,70,57,59
8,301,16,50,94,43,5
8,308,6,12,20,89,90
8,310,82,60,33,18,43
8,319,70,34,3,44,72
8,322,4,80,64,7,61
8,339,76,79,9,31,90
8,341,79,59,52,21,96
8,348,6,78,77,92,43
8,349,42,27,90,25,21
8,356,47,26,40,11,38
8,358,53,39,41,64,18
8,362,92,0,80,4,64
8,363,31,91,49,52,22
8,370,5,41,4,52,88
8,371,16,16,65,3,20
8,373,80,67,47,76,22
8,377,42,84,50,58,6
8,378,20,44,10,83,21
8,379,57,24,55,73,38
8,389,53,93,82,63,75
8,390,68,8,27,45,41
8,391,36,15,72,9,39
8,392,87,14,48,44,12
8,394,49,88,49,3,31
8,396,84,80,54,42,75
8,402,98,36,4,32,33
8,405,23,40,59,94,46
8,406,15,79,61,10,81
8,415,76,14,80,1,54
8,421,24,39,38,78,7
8,422,50,7,51,99,74
8,427,99,7,33,45,40
8,428,5,4,86,22,37
8,431,57,93,48,74,95
8,432,15,87,84,71,30
8,433,6,55,69,74,87
8,435,4,55,52,85,60
8,439,70,82,9,14,45
8,440,68,35,4,22,54
8,488,5,12,84,83,9
8,506,15,85,79,31,96
8,514,30,20,94,94,73
8,524,11,60,94,17,65
8,538,82,13,38,5,21
8,549,1,47,50,79,72
8,560,77,96,13,4,68
8,564,19,7,0,70,91
8,566,62,13,30,13,64
8,567,89,30,27,37,54
8,581,74,10,90,62,65
8,584,68,54,27,63,86
8,586,71,68,96,80,17
8,587,75,96,93,62,2
8,589,82,83,66,85,86
8,590,49,80,97,81,12
8,592,42,58,99,67,99
8,600,31,22,95,83,44
8,604,0,7,49,46,2
8,606,22,17,47,98,75
8,607,23,53,88,78,70
8,609,12,35,56,20,50
8,611,8,7,30,6,48
8,613,14,68,68,19,46
8,616,31,14,24,56,52
8,617,60,21,60,30,7
8,622,73,41,5,38,63
8,624,54,95,94,91,36
8,627,5,80,44,71,96
8,628,13,77,27,17,78
8,631,91,56,0,19,34
8,636,46,88,78,50,81
8,637,3,64,91,50,37
8,645,9,27,85,16,83
8,650,84,96,22,3,84
8,656,0,4,32,20,24
8,657,83,10,73,95,31
8,658,95,11,3,1,68
8,659,91,22,39,87,33
8,664,3,27,82,47,87
8,665,75,99,80,15,46
8,667,49,30,91,19,57
8,668,32,18,92,30,73
8,673,84,15,85,69,99
8,674,35,58,17,68,18
8,675,29,93,10,94,1
8,677,18,90,66,0,12
8,681,34,20,71,33,37
8,687,4,68,49,72,70
8,706,8,27,56,40,79
8,715,33,52,70,24,11
8,719,61,73,61,70,31
8,723,88,30,29,83,36
8,725,55,28,27,83,68
8,739,10,43,59,14,14
8,741,46,18,64,69,57
8,749,9,32,43,27,60
8,756,3,38,42,11,19
8,760,25,59,78,97,88
8,761,19,61,52,65,91
8,778,80,17,47,25,0
8,779,28,88,17,38,99
8,798,5,5,96,41,44
8,802,78,14,47,95,59
8,806,48,93,81,32,27
8,810,59,70,90,7,56
8,817,58,74,28,40,69
8,822,96,65,25,64,41
8,844,49,99,72,68,65
8,857,82,61,18,71,14
8,864,60,31,71,1,80
8,866,1,91,72,75,95
8,868,0,15,77,17,72
8,875,54,37,99,81,83
8,878,36,2,38,57,80
8,881,37,82,93,48,48
8,882,89,49,75,12,88
8,885,31,47,22,25,74
8,936,89,68,81,94,20
8,938,7,49,65,3,8
8,977,53,25,42,56,50
8,1092,51,11,34,12,72
8,8284,35,45,84,57,43
9,8,88,17,52,35,60
9,10,12,56,76,90,90
9,23,66,14,8,42,50
9,28,32,28,66,5,24
9,30,61,35,23,42,62
9,33,75,0,4,18,82
9,34,52,50,20,85,79
9,54,80,48,55,30,6
9,55,28,32,40,88,31
9,56,73,20,99,50,44
9,61,49,55,13,62,70
9,75,15,74,83,65,43
9,80,25,67,99,89,81
9,86,25,24,14,52,4
9,94,20,62,77,68,17
9,130,31,86,39,77,3
9,135,87,20,83,16,6
9,144,13,95,88,30,43
9,151,20,39,28,94,45
9,168,19,0,80,68,62
9,214,34,13,2,8,8
9,226,20,51,84,27,81
9,228,25,25,43,9,28
9,243,42,62,93,93,16
9,250,45,4,52,97,54
9,258,33,3,55,18,81
9,261,43,12,55,12,55
9,271,18,36,21,51,48
9,274,1,78,19,43,83
9,299,61,29,47,96,65
9,325,41,36,82,35,50
9,339,60,12,16,10,21
9,348,1,25,35,4,58
9,356,79,16,87,93,75
9,363,91,32,59,52,81
9,370,76,14,62,96,52
9,377,56,87,7,82,91
9,378,13,7,72,19,84
9,379,61,58,95,24,29
9,390,74,37,72,5,76
9,391,45,14,38,13,57
9,392,23,66,10,31,97
9,394,47,61,54,21,39
9,402,59,85,6,90,16
9,421,67,83,67,93,88
9,422,1,5,56,42,85
9,427,84,49,77,36,62
9,431,85,21,73,71,30
9,439,47,5,28,25,21
9,440,0,86,75,92,55
9,506,2,72,71,45,20
9,517,79,62,92,15,36
9,559,12,9,14,90,3
9,560,91,65,0,61,40
9,579,87,35,68,31,7
9,592,9,97,53,79,69
9,611,77,76,2,22,15
9,626,46,24,52,19,97
9,658,46,17,82,29,13
9,664,11,54,25,36,57
9,715,2,76,66,35,94
9,733,0,22,40,87,41
9,756,9,53,78,95,53
9,857,19,62,25,92,10
9,868,9,60,13,5,5
9,893,22,6,58,98,98
9,904,50,80,76,17,18
9,918,30,42,34,33,25
9,932,54,67,46,47,69
9,972,15,92,66,4,47
9,982,93,67,66,25,59
9,1049,97,45,47,47,1
9,1103,37,52,35,11,81
9,1384,73,68,80,3,67
9,1525,21,36,27,57,17
9,1580,87,10,22,50,17
9,1618,18,75,33,11,22
9,1652,66,85,85,67,71
9,1717,33,77,40,32,31
9,1855,44,53,25,91,25
9,1966,47,76,69,89,37
10,3,72,24,17,19,86
10,6,91,15,74,16,44
10,8,97,31,10,92,59
10,19,18,69,2,78,61
10,23,6,70,66,66,20
10,28,4,33,58,97,78
10,30,46,23,17,8,28
10,33,28,64,68,14,30
10,34,30,8,58,13,83
10,38,47,11,43,70,68
10,50,6,73,32,54,21
10,54,21,60,17,99,64
10,89,14,76,80,20,20
10,93,55,62,63,15,24
10,105,99,42,12,70,97
10,130,25,67,59,42,65
10,132,50,81,99,8,67
10,135,78,61,34,44,54
10,147,25,9,15,72,91
10,153,92,23,42,87,76
10,154,74,26,73,64,32
10,163,44,38,14,52,50
10,168,99,10,80,49,38
10,175,5,43,91,42,22
10,183,83,91,77,76,49
10,214,62,19,13,92,7
10,216,70,83,58,45,19
10,219,17,75,27,31,0
10,246,91,24,48,50,32
10,250,58,43,9,68,99
10,252,16,50,93,58,57
10,255,21,70,25,47,58
10,257,47,98,81,31,68
10,261,25,42,87,34,49
10,271,99,84,99,11,36
10,274,55,68,14,10,66
10,280,97,51,21,75,68
10,286,91,86,66,14,39
10,300,22,76,52,82,3
10,301,10,82,42,7,52
10,306,67,31,25,71,29
10,310,92,85,41,30,45
10,319,69,29,37,90,91
10,405,53,36,9,41,74
10,406,55,36,30,20,64
10,407,15,8,69,84,54
10,432,63,45,83,82,65
10,549,8,75,9,82,72
10,587,35,59,50,26,81
10,600,93,95,83,66,65
10,609,55,82,47,64,99
10,617,2,35,58,61,80
10,619,71,12,25,78,99
10,622,35,18,33,98,31
10,627,0,69,94,84,15
10,628,36,74,21,78,90
10,631,41,25,26,70,32
10,636,30,96,95,52,55
10,656,14,16,77,38,56
10,657,69,57,68,19,19
10,658,54,37,10,93,61
10,659,63,93,72,72,38
10,664,77,87,67,55,62
10,665,50,46,35,95,1
10,667,86,66,38,9,16
10,668,44,29,74,20,5
10,673,3,37,95,66,75
10,675,2,67,0,89,7
10,681,13,90,90,44,14
10,700,5,46,47,80,82
10,706,11,95,35,0,69
10,715,53,23,51,83,65
10,719,88,37,19,52,84
10,725,8,23,85,46,44
10,739,62,98,79,32,3
10,741,19,91,17,44,59
10,743,89,93,77,27,29
10,746,93,0,3,15,22
10,748,50,62,64,51,58
10,750,18,63,96,43,6
10,756,12,55,66,64,11
10,760,37,99,57,77,10
10,761,43,16,17,97,18
10,765,66,71,42,80,93
10,778,79,25,31,20,68
10,779,93,63,74,95,40
11,6,35,52,74,9,63
11,8,6,15,83,47,47
11,10,91,50,85,49,29
11,15,68,95,19,4,77
11,19,25,35,40,53,36
11,23,95,76,28,98,66
11,28,25,0,20,38,40
11,29,56,75,44,83,32
11,30,6,35,89,55,14
11,33,87,86,5,57,56
11,34,81,42,65,37,69
11,35,60,72,86,86,90
11,36,33,85,70,25,87
11,38,6,87,16,79,60
11,49,85,71,26,75,84
11,50,75,73,44,71,12
11,54,44,97,40,70,94
11,55,49,12,78,44,42
11,56,80,53,50,39,90
11,61,69,61,66,12,95
11,72,56,52,91,34,28
11,75,82,38,86,79,85
11,86,1,97,60,60,82
11,89,9,48,32,86,99
11,93,71,6,52,90,34
11,95,70,36,26,45,76
11,105,10,63,5,5,78
11,127,20,95,66,62,24
11,130,14,26,66,52,21
11,132,9,23,97,77,58
11,147,37,32,60,53,23
11,151,16,50,86,47,67
11,153,28,88,89,10,12
11,154,3,91,93,57,21
11,163,59,74,64,22,3
11,168,13,72,86,59,46
11,171,55,91,23,95,36
11,178,39,41,6,4,51
11,183,79,44,86,45,40
11,192,82,85,73,20,13
11,204,17,31,93,66,58
11,214,58,56,98,15,10
11,216,65,42,60,36,76
11,219,2,47,91,90,83
11,224,46,0,22,25,53
11,227,35,96,47,27,10
11,228,58,24,47,18,15
11,230,94,96,8,60,99
11,246,69,20,95,0,32
11,250,31,95,37,83,33
11,252,23,90,95,32,18
11,255,59,94,50,22,42
11,257,34,27,73,84,22
11,259,20,10,93,79,4
11,261,47,53,65,69,58
11,271,79,58,64,48,95
11,274,28,47,44,4,64
11,282,44,43,82,74,56
11,285,23,12,67,1,70
11,286,3,16,56,28,88
11,298,68,25,60,94,54
11,299,18,46,23,49,38
11,306,91,57,49,29,78
11,308,27,72,54,2,57
11,310,11,40,62,44,38
11,313,32,38,94,46,28
11,317,64,30,1,56,84
11,319,80,53,27,40,20
11,322,21,90,16,31,87
11,325,92,38,56,91,37
11,332,76,84,80,99,16
11,334,57,34,72,89,27
11,338,51,38,98,60,11
11,350,31,9,37,73,77
11,372,1,67,34,39,47
11,406,73,34,15,98,66
11,407,33,65,55,23,16
11,415,97,15,51,13,50
11,429,10,33,79,37,72
11,431,49,84,23,25,49
11,432,4,5,26,85,7
11,439,73,48,29,86,61
11,440,89,57,38,46,17
11,465,69,18,70,90,63
11,488,33,40,5,74,43
11,506,76,67,22,38,19
11,514,17,99,89,50,60
11,545,72,85,23,54,22
11,549,59,0,15,43,45
11,559,96,10,78,87,5
11,560,22,36,86,16,68
11,575,43,53,15,52,79
11,579,67,22,69,64,36
11,587,81,33,58,98,8
11,600,82,82,85,5,86
11,607,35,61,31,97,0
11,608,4,48,48,24,98
11,609,82,28,75,15,31
11,611,8,34,31,46,3
11,613,68,59,80,7,82
11,617,52,11,86,41,26
11,622,27,92,53,46,77
11,624,57,45,6,36,16
11,627,81,2,73,79,27
11,628,72,18,8,6,51
11,631,65,69,47,92,63
11,636,99,42,50,32,5
11,637,4,85,5,54,34
11,643,59,84,23,36,36
11,644,81,54,61,0,15
11,647,68,51,7,29,9
11,658,92,22,61,48,61
11,659,98,63,52,2,71
11,664,44,75,3,64,52
11,667,98,56,71,24,96
11,668,28,31,42,88,25
11,673,48,53,88,52,36
11,674,2,55,79,46,61
11,675,88,51,82,17,7
11,677,96,95,9,76,74
11,681,5,78,66,38,11
11,684,24,72,84,56,17
11,687,98,39,17,63,16
11,694,92,12,2,82,20
11,700,23,50,95,69,46
11,705,77,40,77,32,4
11,706,30,94,98,69,71
11,707,83,17,72,16,11
11,710,83,23,77,76,15
11,715,12,50,56,48,40
11,717,27,14,26,49,13
11,719,4,3,43,54,5
11,722,47,47,5,14,44
11,723,51,92,57,28,94
11,725,40,68,86,33,23
11,730,19,25,75,50,21
11,733,80,45,68,6,58
11,739,34,15,62,23,29
11,741,88,47,86,85,32
11,743,72,99,79,70,95
11,744,88,43,46,79,80
