source,destination,f1,f2,f3,f4,f5
3,1330,72,3,38,14,12
3,1337,15,31,14,56,3
3,1348,33,89,13,64,42
3,1349,71,82,58,32,44
3,1352,83,75,70,23,56
3,1355,14,64,30,78,21
3,1356,56,55,41,78,52
3,1359,50,54,44,71,58
3,1360,84,14,26,81,16
3,1365,16,4,56,1,1
3,1366,17,30,70,0,4
3,1368,67,46,22,72,52
3,1370,42,40,65,62,9
3,1371,15,17,43,39,31
3,1377,77,69,87,6,83
3,1381,21,17,52,16,35
3,1386,37,44,36,27,79
3,1387,27,17,0,15,39
3,1392,25,35,57,55,9
3,1393,47,47,66,88,94
3,1397,6,39,3,65,77
3,1403,94,59,48,66,54
3,1404,19,47,91,99,6
3,1410,93,0,30,9,66
3,1411,45,51,99,70,19
3,1412,40,82,40,34,25
3,1417,98,32,8,49,44
3,1427,18,90,44,14,68
3,1433,40,93,46,13,79
3,1434,45,54,99,89,52
3,1435,9,61,66,19,55
3,1440,52,64,40,25,2
3,1445,44,66,8,26,13
3,1449,60,79,32,83,15
3,1461,31,81,87,49,95
3,1471,86,78,23,1,66
3,1483,98,47,42,10,4
3,1492,15,43,52,35,54
3,1512,18,69,14,94,25
3,1519,63,40,6,81,32
3,1523,84,3,88,40,85
3,1525,92,80,4,40,87
3,1528,33,12,36,12,15
3,1533,20,31,56,83,18
3,1540,51,99,64,89,40
3,1549,31,85,37,23,35
3,1559,5,21,51,95,3
3,1562,67,42,16,84,95
3,1571,91,6,69,28,7
3,1585,75,7,97,77,78
3,1587,1,89,20,53,74
3,1619,85,35,1,27,99
3,1625,4,38,81,28,55
3,1635,26,34,94,47,60
3,1641,34,9,73,46,16
3,1648,96,75,53,95,51
3,1651,68,83,31,95,29
3,1652,42,67,94,11,84
3,1662,15,12,4,4,17
3,1716,94,11,20,11,88
3,1719,4,31,3,8,64
3,1826,8,78,16,51,36
3,2214,6,16,34,31,45
3,2436,17,69,12,53,31
3,2605,59,7,84,91,81
3,2666,92,26,86,76,24
3,3415,7,91,62,64,53
3,3527,51,32,22,16,41
3,3649,61,38,65,51,21
3,3732,49,80,7,51,86
3,4285,30,15,5,87,53
3,4421,72,44,91,22,78
3,4732,5,78,53,62,72
3,5051,67,82,61,13,2
3,5486,47,50,55,97,96
3,5565,48,54,13,31,16
3,5798,42,43,5,29,36
3,5914,80,61,6,89,45
3,5937,85,4,3,42,12
3,6073,34,66,16,79,73
3,6241,46,5,44,3,56
3,6591,55,24,63,59,40
3,7099,70,90,83,58,60
3,7107,48,5,38,6,67
4,3,80,8,6,46,20
4,25,81,43,52,1,42
4,27,6,22,95,72,34
4,29,33,18,65,59,28
4,32,74,96,99,60,32
4,35,93,67,78,64,27
4,51,37,76,75,80,34
4,52,80,36,2,60,51
4,58,76,78,77,14,17
4,70,73,22,64,22,1
4,88,36,6,7,25,53
4,99,95,44,65,59,73
4,216,44,95,68,69,83
4,246,72,66,69,28,17
4,257,79,63,20,48,17
4,281,24,44,51,66,83
4,476,64,13,20,35,40
4,1090,23,68,97,85,22
4,1093,51,27,78,74,76
4,1309,80,37,52,13,39
4,1355,46,3,39,50,58
4,1769,73,32,84,5,22
4,7100,43,13,45,39,41
4,7104,70,28,41,16,22
5,3,98,52,55,93,88
5,7,49,15,51,73,13
5,16,78,60,90,89,58
5,20,63,51,34,49,86
5,25,34,75,60,85,47
5,27,42,94,66,13,24
5,30,45,54,53,15,85
5,31,13,81,87,54,59
5,33,12,70,8,4,11
5,36,45,67,9,12,44
5,46,65,93,85,0,5
5,47,66,54,40,59,30
5,51,9,5,56,35,55
5,52,38,0,0,95,39
5,53,48,47,43,84,19
5,58,23,88,59,44,85
5,70,5,49,21,97,32
5,75,37,65,12,46,96
5,81,32,32,4,63,88
5,84,50,38,46,92,61
5,121,52,32,37,67,72
5,124,68,26,8,29,39
5,125,11,1,61,26,33
5,128,22,73,67,90,18
5,133,78,77,52,88,9
5,137,74,25,43,6,50
5,142,6,64,46,82,42
5,143,90,16,70,33,14
5,144,74,97,19,49,87
5,145,87,27,79,5,7
5,146,28,34,89,73,84
5,155,88,49,60,99,74
5,159,80,6,42,54,98
5,160,8,59,50,54,75
5,166,4,4,5,37,14
5,169,0,17,59,59,28
5,173,7,93,51,86,77
5,174,41,9,62,89,70
5,181,3,16,29,47,19
5,203,70,94,57,11,69
5,205,81,26,96,2,3
5,208,62,29,18,6,69
5,212,31,85,22,86,5
5,214,13,40,85,81,72
5,219,87,24,6,10,37
5,223,70,47,57,54,15
5,230,94,70,96,20,61
5,237,75,17,36,70,15
5,239,91,96,32,70,65
5,242,11,74,94,55,61
5,245,88,47,28,96,17
5,248,76,13,80,76,88
5,257,14,60,13,56,7
5,258,58,40,21,90,9
5,259,97,6,95,5,66
5,263,78,17,96,36,85
5,264,1,96,83,66,14
5,268,76,23,1,11,14
5,281,71,84,7,0,24
5,282,70,44,70,57,59
5,283,16,50,94,43,5
5,290,6,12,20,89,90
5,292,82,60,33,18,43
5,301,70,34,3,44,72
5,304,4,80,64,7,61
5,321,76,79,9,31,90
5,323,79,59,52,21,96
5,330,6,78,77,92,43
5,331,42,27,90,25,21
5,337,47,26,40,11,38
5,339,53,39,41,64,18
5,341,92,0,80,4,64
5,342,31,91,49,52,22
5,349,5,41,4,52,88
5,350,16,16,65,3,20
5,352,80,67,47,76,22
5,356,42,84,50,58,6
5,357,20,44,10,83,21
5,358,57,24,55,73,38
5,366,53,93,82,63,75
5,367,68,8,27,45,41
5,368,36,15,72,9,39
5,369,87,14,48,44,12
5,371,49,88,49,3,31
5,373,84,80,54,42,75
5,379,98,36,4,32,33
5,382,23,40,59,94,46
5,383,15,79,61,10,81
5,392,76,14,80,1,54
5,397,24,39,38,78,7
5,398,50,7,51,99,74
5,403,99,7,33,45,40
5,404,5,4,86,22,37
5,407,57,93,48,74,95
5,408,15,87,84,71,30
5,409,6,55,69,74,87
5,411,4,55,52,85,60
5,415,70,82,9,14,45
5,416,68,35,4,22,54
5,449,5,12,84,83,9
5,462,15,85,79,31,96
5,467,30,20,94,94,73
5,476,11,60,94,17,65
5,486,82,13,38,5,21
5,497,1,47,50,79,72
5,508,77,96,13,4,68
5,512,19,7,0,70,91
5,514,62,13,30,13,64
5,515,89,30,27,37,54
5,529,74,10,90,62,65
5,532,68,54,27,63,86
5,534,71,68,96,80,17
5,535,75,96,93,62,2
5,537,82,83,66,85,86
5,538,49,80,97,81,12
5,540,42,58,99,67,99
5,548,31,22,95,83,44
5,551,0,7,49,46,2
5,553,22,17,47,98,75
5,554,23,53,88,78,70
5,556,12,35,56,20,50
5,558,8,7,30,6,48
5,560,14,68,68,19,46
5,563,31,14,24,56,52
5,564,60,21,60,30,7
5,569,73,41,5,38,63
5,570,54,95,94,91,36
5,573,5,80,44,71,96
5,574,13,77,27,17,78
5,575,91,56,0,19,34
5,580,46,88,78,50,81
5,581,3,64,91,50,37
5,589,9,27,85,16,83
5,594,84,96,22,3,84
5,600,0,4,32,20,24
5,601,83,10,73,95,31
5,602,95,11,3,1,68
5,603,91,22,39,87,33
5,607,3,27,82,47,87
5,608,75,99,80,15,46
5,610,49,30,91,19,57
5,611,32,18,92,30,73
5,615,84,15,85,69,99
5,616,35,58,17,68,18
5,617,29,93,10,94,1
5,619,18,90,66,0,12
5,622,34,20,71,33,37
5,627,4,68,49,72,70
5,645,8,27,56,40,79
5,654,33,52,70,24,11
5,658,61,73,61,70,31
5,662,88,30,29,83,36
5,664,55,28,27,83,68
5,678,10,43,59,14,14
5,679,46,18,64,69,57
5,686,9,32,43,27,60
5,693,3,38,42,11,19
5,696,25,59,78,97,88
5,697,19,61,52,65,91
5,713,80,17,47,25,0
5,714,28,88,17,38,99
5,732,5,5,96,41,44
5,736,78,14,47,95,59
5,740,48,93,81,32,27
5,743,59,70,90,7,56
5,750,58,74,28,40,69
5,755,96,65,25,64,41
5,774,49,99,72,68,65
5,786,82,61,18,71,14
5,792,60,31,71,1,80
5,794,1,91,72,75,95
5,796,0,15,77,17,72
5,803,54,37,99,81,83
5,806,36,2,38,57,80
5,809,37,82,93,48,48
5,810,89,49,75,12,88
5,812,31,47,22,25,74
5,860,89,68,81,94,20
5,862,7,49,65,3,8
5,898,53,25,42,56,50
5,1003,51,11,34,12,72
5,7101,35,45,84,57,43
6,5,88,17,52,35,60
6,7,12,56,76,90,90
6,20,66,14,8,42,50
6,25,32,28,66,5,24
6,27,61,35,23,42,62
6,30,75,0,4,18,82
6,31,52,50,20,85,79
6,51,80,48,55,30,6
6,52,28,32,40,88,31
6,53,73,20,99,50,44
6,58,49,55,13,62,70
6,70,15,74,83,65,43
6,75,25,67,99,89,81
6,81,25,24,14,52,4
6,89,20,62,77,68,17
6,124,31,86,39,77,3
6,128,87,20,83,16,6
6,137,13,95,88,30,43
6,143,20,39,28,94,45
6,160,19,0,80,68,62
6,203,34,13,2,8,8
6,214,20,51,84,27,81
6,216,25,25,43,9,28
6,230,42,62,93,93,16
6,237,45,4,52,97,54
6,245,33,3,55,18,81
6,248,43,12,55,12,55
6,257,18,36,21,51,48
6,259,1,78,19,43,83
6,281,61,29,47,96,65
6,307,41,36,82,35,50
6,321,60,12,16,10,21
6,330,1,25,35,4,58
6,337,79,16,87,93,75
6,342,91,32,59,52,81
6,349,76,14,62,96,52
6,356,56,87,7,82,91
6,357,13,7,72,19,84
6,358,61,58,95,24,29
6,367,74,37,72,5,76
6,368,45,14,38,13,57
6,369,23,66,10,31,97
6,371,47,61,54,21,39
6,379,59,85,6,90,16
6,397,67,83,67,93,88
6,398,1,5,56,42,85
6,403,84,49,77,36,62
6,407,85,21,73,71,30
6,415,47,5,28,25,21
6,416,0,86,75,92,55
6,462,2,72,71,45,20
6,470,79,62,92,15,36
6,507,12,9,14,90,3
6,508,91,65,0,61,40
6,527,87,35,68,31,7
6,540,9,97,53,79,69
6,558,77,76,2,22,15
6,572,46,24,52,19,97
6,602,46,17,82,29,13
6,607,11,54,25,36,57
6,654,2,76,66,35,94
6,672,0,22,40,87,41
6,693,9,53,78,95,53
6,786,19,62,25,92,10
6,796,9,60,13,5,5
6,820,22,6,58,98,98
6,829,50,80,76,17,18
6,843,30,42,34,33,25
6,856,54,67,46,47,69
6,893,15,92,66,4,47
6,903,93,67,66,25,59
6,967,97,45,47,47,1
6,1014,37,52,35,11,81
6,1271,73,68,80,3,67
6,1404,21,36,27,57,17
6,1455,87,10,22,50,17
6,1491,18,75,33,11,22
6,1523,66,85,85,67,71
6,1586,33,77,40,32,31
6,1710,44,53,25,91,25
6,1811,47,76,69,89,37
7,0,72,24,17,19,86
7,3,91,15,74,16,44
7,5,97,31,10,92,59
7,16,18,69,2,78,61
7,20,6,70,66,66,20
7,25,4,33,58,97,78
7,27,46,23,17,8,28
7,30,28,64,68,14,30
7,31,30,8,58,13,83
7,35,47,11,43,70,68
7,47,6,73,32,54,21
7,51,21,60,17,99,64
7,84,14,76,80,20,20
7,88,55,62,63,15,24
7,99,99,42,12,70,97
7,124,25,67,59,42,65
7,125,50,81,99,8,67
7,128,78,61,34,44,54
7,140,25,9,15,72,91
7,145,92,23,42,87,76
7,146,74,26,73,64,32
7,155,44,38,14,52,50
7,160,99,10,80,49,38
7,166,5,43,91,42,22
7,174,83,91,77,76,49
7,203,62,19,13,92,7
7,205,70,83,58,45,19
7,208,17,75,27,31,0
7,233,91,24,48,50,32
7,237,58,43,9,68,99
7,239,16,50,93,58,57
7,242,21,70,25,47,58
7,244,47,98,81,31,68
7,248,25,42,87,34,49
7,257,99,84,99,11,36
7,259,55,68,14,10,66
7,263,97,51,21,75,68
7,268,91,86,66,14,39
7,282,22,76,52,82,3
7,283,10,82,42,7,52
7,288,67,31,25,71,29
7,292,92,85,41,30,45
7,301,69,29,37,90,91
7,382,53,36,9,41,74
7,383,55,36,30,20,64
7,384,15,8,69,84,54
7,408,63,45,83,82,65
7,497,8,75,9,82,72
7,535,35,59,50,26,81
7,548,93,95,83,66,65
7,556,55,82,47,64,99
7,564,2,35,58,61,80
7,566,71,12,25,78,99
7,569,35,18,33,98,31
7,573,0,69,94,84,15
7,574,36,74,21,78,90
7,575,41,25,26,70,32
7,580,30,96,95,52,55
7,600,14,16,77,38,56
7,601,69,57,68,19,19
7,602,54,37,10,93,61
7,603,63,93,72,72,38
7,607,77,87,67,55,62
7,608,50,46,35,95,1
7,610,86,66,38,9,16
7,611,44,29,74,20,5
7,615,3,37,95,66,75
7,617,2,67,0,89,7
7,622,13,90,90,44,14
7,640,5,46,47,80,82
7,645,11,95,35,0,69
7,654,53,23,51,83,65
7,658,88,37,19,52,84
7,664,8,23,85,46,44
7,678,62,98,79,32,3
7,679,19,91,17,44,59
7,681,89,93,77,27,29
7,684,93,0,3,15,22
7,685,50,62,64,51,58
7,687,18,63,96,43,6
7,693,12,55,66,64,11
7,696,37,99,57,77,10
7,697,43,16,17,97,18
7,701,66,71,42,80,93
7,713,79,25,31,20,68
7,714,93,63,74,95,40
8,3,35,52,74,9,63
8,5,6,15,83,47,47
8,7,91,50,85,49,29
8,12,68,95,19,4,77
8,16,25,35,40,53,36
8,20,95,76,28,98,66
8,25,25,0,20,38,40
8,26,56,75,44,83,32
8,27,6,35,89,55,14
8,30,87,86,5,57,56
8,31,81,42,65,37,69
8,32,60,72,86,86,90
8,33,33,85,70,25,87
8,35,6,87,16,79,60
8,46,85,71,26,75,84
8,47,75,73,44,71,12
8,51,44,97,40,70,94
8,52,49,12,78,44,42
8,53,80,53,50,39,90
8,58,69,61,66,12,95
8,67,56,52,91,34,28
8,70,82,38,86,79,85
8,81,1,97,60,60,82
8,84,9,48,32,86,99
8,88,71,6,52,90,34
8,90,70,36,26,45,76
8,99,10,63,5,5,78
8,121,20,95,66,62,24
8,124,14,26,66,52,21
8,125,9,23,97,77,58
8,140,37,32,60,53,23
8,143,16,50,86,47,67
8,145,28,88,89,10,12
8,146,3,91,93,57,21
8,155,59,74,64,22,3
8,160,13,72,86,59,46
8,162,55,91,23,95,36
8,169,39,41,6,4,51
8,174,79,44,86,45,40
8,181,82,85,73,20,13
8,193,17,31,93,66,58
8,203,58,56,98,15,10
8,205,65,42,60,36,76
8,208,2,47,91,90,83
8,212,46,0,22,25,53
8,215,35,96,47,27,10
8,216,58,24,47,18,15
8,217,94,96,8,60,99
8,233,69,20,95,0,32
8,237,31,95,37,83,33
8,239,23,90,95,32,18
8,242,59,94,50,22,42
8,244,34,27,73,84,22
8,246,20,10,93,79,4
8,248,47,53,65,69,58
8,257,79,58,64,48,95
8,259,28,47,44,4,64
8,264,44,43,82,74,56
8,267,23,12,67,1,70
8,268,3,16,56,28,88
8,280,68,25,60,94,54
8,281,18,46,23,49,38
8,288,91,57,49,29,78
8,290,27,72,54,2,57
8,292,11,40,62,44,38
8,295,32,38,94,46,28
8,299,64,30,1,56,84
8,301,80,53,27,40,20
8,304,21,90,16,31,87
8,307,92,38,56,91,37
8,314,76,84,80,99,16
8,316,57,34,72,89,27
8,320,51,38,98,60,11
8,332,31,9,37,73,77
8,351,1,67,34,39,47
8,383,73,34,15,98,66
8,384,33,65,55,23,16
8,392,97,15,51,13,50
8,405,10,33,79,37,72
8,407,49,84,23,25,49
8,408,4,5,26,85,7
8,415,73,48,29,86,61
8,416,89,57,38,46,17
8,437,69,18,70,90,63
8,449,33,40,5,74,43
8,462,76,67,22,38,19
8,467,17,99,89,50,60
8,493,72,85,23,54,22
8,497,59,0,15,43,45
8,507,96,10,78,87,5
8,508,22,36,86,16,68
8,523,43,53,15,52,79
8,527,67,22,69,64,36
8,535,81,33,58,98,8
8,548,82,82,85,5,86
8,554,35,61,31,97,0
8,555,4,48,48,24,98
8,556,82,28,75,15,31
8,558,8,34,31,46,3
8,560,68,59,80,7,82
8,564,52,11,86,41,26
8,569,27,92,53,46,77
8,570,57,45,6,36,16
8,573,81,2,73,79,27
8,574,72,18,8,6,51
8,575,65,69,47,92,63
8,580,99,42,50,32,5
8,581,4,85,5,54,34
8,587,59,84,23,36,36
8,588,81,54,61,0,15
8,591,68,51,7,29,9
8,602,92,22,61,48,61
8,603,98,63,52,2,71
8,607,44,75,3,64,52
8,610,98,56,71,24,96
8,611,28,31,42,88,25
8,615,48,53,88,52,36
8,616,2,55,79,46,61
8,617,88,51,82,17,7
8,619,96,95,9,76,74
8,622,5,78,66,38,11
8,625,24,72,84,56,17
8,627,98,39,17,63,16
8,634,92,12,2,82,20
8,640,23,50,95,69,46
8,644,77,40,77,32,4
8,645,30,94,98,69,71
8,646,83,17,72,16,11
8,649,83,23,77,76,15
8,654,12,50,56,48,40
8,656,27,14,26,49,13
8,658,4,3,43,54,5
8,661,47,47,5,14,44
8,662,51,92,57,28,94
8,664,40,68,86,33,23
8,669,19,25,75,50,21
8,672,80,45,68,6,58
8,678,34,15,62,23,29
8,679,88,47,86,85,32
8,681,72,99,79,70,95
8,682,88,43,46,79,80
8,684,89,47,12,21,21
