source,destination,f1,f2,f3,f4,f5
192,194,21,84,68,79,72
192,195,4,19,13,42,45
192,2,0,93,32,54,87
192,192,71,34,84,39,76
41,196,26,39,33,44,75
41,197,86,47,70,13,20
41,198,13,53,77,37,23
41,199,0,85,88,93,35
41,200,51,69,8,0,83
41,167,70,46,55,70,43
41,201,32,42,16,13,38
41,202,68,47,17,43,85
41,203,33,89,9,21,78
41,204,98,26,61,71,53
41,205,32,9,56,2,51
41,206,40,18,84,53,5
41,207,49,39,63,82,56
208,208,9,15,94,86,42
61,123,51,36,20,3,23
209,210,6,64,21,14,49
41,128,50,89,30,60,35
211,54,47,91,43,39,15
115,212,96,26,37,43,83
106,189,86,97,36,33,50
137,208,61,36,10,79,23
212,115,74,12,9,83,19
56,58,73,83,28,48,95
30,25,9,63,16,25,96
30,36,69,5,35,90,42
30,41,18,22,19,93,27
155,213,85,28,11,74,46
48,47,33,91,98,68,18
214,180,33,76,51,31,64
96,24,94,86,29,15,48
4,4,74,33,21,13,63
4,62,1,84,68,70,46
155,215,23,15,14,76,71
216,15,12,29,9,45,47
170,170,58,32,53,72,52
71,217,62,17,43,34,56
71,50,85,11,32,66,0
71,49,74,4,76,8,35
13,13,91,54,54,21,72
98,97,68,71,51,48,16
74,1,77,82,15,16,14
74,218,3,40,19,37,10
74,219,50,74,89,63,33
74,215,40,56,29,81,58
74,220,60,59,57,11,44
74,221,69,53,61,66,44
74,222,20,85,48,68,30
74,223,23,19,18,1,7
74,18,81,83,45,31,77
74,224,87,26,72,33,36
74,225,32,25,18,11,66
74,226,24,31,36,53,16
74,227,69,99,99,34,9
74,17,95,14,34,3,92
74,228,62,91,37,44,83
229,64,77,75,79,60,38
100,97,12,89,29,58,94
230,21,42,96,94,47,69
230,20,95,19,62,36,89
231,232,78,85,75,29,72
233,209,90,61,12,94,80
233,234,69,61,10,60,55
233,235,78,69,78,84,85
233,236,70,22,69,68,28
233,159,67,73,84,17,90
233,237,19,85,92,43,97
233,210,77,49,5,80,66
233,238,86,16,57,7,23
233,239,29,75,81,73,68
233,240,75,3,37,8,88
233,241,67,68,65,90,82
233,242,29,58,30,14,89
233,243,81,71,49,77,1
233,244,71,76,35,7,79
245,115,8,12,96,85,16
246,247,12,70,58,23,11
248,74,49,84,63,28,17
13,238,89,12,50,22,51
106,62,15,17,65,75,42
106,249,95,2,53,68,3
13,27,22,64,67,53,45
13,209,42,38,5,8,90
103,250,76,98,25,63,13
40,251,57,92,32,27,98
175,252,40,71,90,11,27
169,251,10,8,22,94,91
115,169,57,39,94,12,21
232,231,16,77,46,62,98
75,253,69,49,74,48,33
75,40,4,14,79,87,38
175,174,49,51,56,51,79
254,137,29,86,31,52,64
249,212,72,47,69,17,7
249,255,31,95,65,16,48
249,256,16,91,28,29,58
222,74,99,16,6,69,5
183,257,85,19,50,80,6
17,218,0,73,36,98,66
183,198,20,84,45,23,56
183,258,36,27,26,96,56
183,183,15,74,21,58,25
19,12,89,0,41,47,16
259,72,74,2,34,35,99
259,260,31,50,97,71,27
75,261,80,34,64,20,10
115,170,3,79,64,85,76
251,169,74,57,36,57,3
262,262,60,67,91,31,52
263,263,7,88,35,89,26
264,265,6,86,39,83,52
264,266,82,56,10,95,54
264,267,51,57,97,91,15
106,268,27,17,36,8,56
269,45,7,83,98,16,53
129,270,52,30,65,2,4
271,272,56,42,94,57,87
81,256,99,58,0,57,4
46,139,89,4,86,76,38
46,15,23,52,20,35,29
46,273,4,12,68,65,47
46,272,79,67,81,43,75
46,274,62,36,0,36,89
46,164,51,78,83,67,96
46,216,74,42,85,88,18
46,45,13,58,50,67,16
275,276,52,88,82,85,38
277,277,37,78,70,56,43
155,114,72,8,28,23,44
158,62,54,45,23,9,16
129,278,47,61,82,53,37
101,101,43,27,56,85,56
29,40,74,51,36,36,10
279,107,77,82,92,60,33
155,208,21,7,11,96,33
231,280,29,72,54,75,56
281,281,19,62,42,88,56
282,283,55,50,85,85,97
155,284,93,67,8,62,0
46,46,82,47,10,4,61
160,28,49,39,61,74,47
160,23,68,14,61,83,72
285,286,63,40,91,64,87
285,211,66,48,43,86,24
258,183,73,25,29,14,78
69,287,23,66,69,24,99
280,231,93,12,3,36,68
212,249,76,53,86,3,42
162,288,93,98,85,5,95
162,71,77,93,41,62,17
162,84,47,74,47,67,85
280,289,78,37,39,24,69
280,270,51,86,98,9,96
280,196,90,41,99,9,4
280,168,32,70,88,3,64
280,167,2,39,77,87,2
280,290,6,55,77,25,89
280,203,33,21,65,41,67
280,14,26,34,67,60,93
280,291,97,41,17,33,3
280,284,77,85,76,62,82
280,129,18,73,8,91,72
280,130,17,7,12,5,28
280,292,52,82,36,12,82
293,19,61,67,83,42,9
254,226,15,12,80,92,15
129,294,24,8,55,12,27
189,106,61,31,84,75,36
295,296,60,46,89,74,64
165,115,93,25,28,51,86
287,69,3,65,62,37,26
287,80,28,5,65,71,41
74,248,65,42,87,46,20
74,297,1,28,19,67,46
74,73,21,32,67,9,56
298,299,6,21,34,92,72
281,137,89,54,71,6,20
147,62,9,3,47,50,10
147,249,49,55,88,99,54
62,300,19,81,75,26,21
301,248,65,16,72,16,72
302,303,86,45,7,35,9
303,302,56,87,65,95,5
304,303,41,98,59,38,42
252,233,82,44,11,1,85
252,166,22,59,79,67,5
252,121,59,36,15,66,17
252,145,53,72,94,87,15
252,115,60,6,34,37,97
136,115,18,45,25,42,51
92,22,30,98,38,46,83
303,304,29,81,70,17,27
268,106,2,18,28,1,87
252,212,45,74,48,5,46
252,288,81,41,52,32,75
252,58,67,26,2,41,35
252,175,63,57,49,99,21
252,305,34,89,43,96,67
252,48,0,64,1,11,29
12,293,15,99,5,0,21
306,62,25,56,77,4,94
281,2,35,32,5,43,64
236,209,39,54,53,96,37
236,238,27,10,22,59,72
236,235,53,39,41,98,91
236,243,96,24,6,50,97
236,244,77,69,35,52,21
102,97,57,71,40,36,74
175,15,30,20,22,5,74
6,5,63,51,45,92,31
17,307,12,49,99,83,46
17,308,50,83,60,9,26
17,1,69,83,34,18,20
17,177,83,88,66,27,69
17,74,84,59,61,82,99
17,309,53,48,5,95,65
17,215,51,29,45,83,40
17,248,22,6,56,38,87
17,220,90,73,10,67,29
17,310,85,61,6,7,17
17,85,48,99,94,87,80
17,311,52,64,83,12,84
17,221,4,31,76,88,68
17,312,65,53,61,86,8
17,222,69,44,27,15,10
17,313,23,39,82,34,10
17,223,31,98,8,40,15
17,0,84,19,70,13,64
17,224,30,15,81,24,10
17,314,73,63,13,63,33
17,225,7,4,18,71,69
17,315,98,19,64,32,3
17,226,70,70,51,48,25
17,73,3,93,84,59,63
17,316,79,39,79,14,87
17,317,75,97,27,99,9
17,228,51,80,20,12,12
245,318,29,78,71,16,75
35,62,86,88,34,23,4
236,319,33,38,96,40,63
167,167,15,75,76,8,84
167,201,13,64,32,33,74
167,133,44,46,84,66,28
167,18,63,99,61,71,81
320,321,77,30,83,72,74
254,62,70,32,5,26,38
322,45,81,34,51,71,51
220,177,43,40,96,40,38
215,295,69,25,37,78,21
321,320,33,12,73,91,14
102,323,17,93,69,27,88
102,300,42,95,56,78,89
147,212,70,28,17,56,92
147,42,9,84,13,75,30
147,105,20,13,65,58,30
11,324,68,26,2,64,12
21,173,30,28,12,50,80
21,325,52,74,16,51,20
21,10,26,71,76,73,43
21,20,65,62,98,29,15
21,306,69,84,88,44,15
21,326,35,3,21,61,36
21,327,26,24,41,8,36
21,230,77,35,85,64,82
328,329,86,55,10,85,1
64,229,30,10,94,45,72
215,5,50,39,17,73,90
209,236,91,46,59,52,97
18,62,63,37,68,33,3
73,330,40,55,15,84,65
73,248,65,85,27,21,67
73,331,76,94,77,99,75
73,297,5,53,16,50,76
73,17,82,0,4,68,26
290,290,98,14,77,18,3
141,332,53,71,12,29,19
69,306,80,38,46,76,33
139,46,30,96,80,4,86
333,114,97,67,83,26,3
334,335,85,18,23,13,50
336,337,73,20,87,69,38
336,116,23,41,27,4,70
336,165,58,43,69,67,65
336,115,85,85,25,10,76
336,136,83,49,65,37,62
336,338,88,89,72,58,4
336,169,1,24,83,24,0
336,251,42,76,32,67,21
336,135,22,12,60,98,17
336,339,17,88,59,22,61
340,134,90,36,18,43,24
251,336,1,90,35,70,22
58,57,48,66,18,18,50
341,74,39,47,72,55,10
341,309,72,74,70,47,97
341,215,92,69,95,24,39
341,311,56,90,74,3,64
341,222,82,30,23,17,1
341,316,44,48,58,2,20
191,342,75,20,5,60,24
191,277,37,8,46,20,91
191,149,50,60,99,98,26
191,262,44,38,7,62,1
191,343,99,27,35,22,28
191,344,26,18,6,67,53
191,345,7,63,47,35,13
191,346,1,21,94,90,49
191,214,3,57,9,5,43
191,347,0,3,93,71,92
191,348,8,83,32,92,33
191,349,57,90,15,33,36
191,350,56,90,69,66,5
191,284,48,94,71,54,69
191,351,88,20,42,53,53
191,231,8,99,84,99,82
191,278,26,48,97,87,66
191,130,6,65,33,99,96
191,178,41,59,28,56,70
191,122,86,94,92,28,11
191,179,43,63,64,10,86
191,352,65,38,33,98,82
191,207,24,58,39,21,41
353,354,55,83,70,59,15
353,185,26,47,4,3,87
90,13,48,11,61,69,50
114,155,66,6,72,71,72
288,233,45,10,58,47,4
142,355,55,16,24,87,84
356,357,8,37,31,76,63
114,113,49,69,81,32,89
47,339,9,79,60,12,28
194,194,41,30,72,9,66
194,195,73,74,98,14,60
63,137,97,97,79,40,99
43,358,92,93,59,49,69
63,63,19,0,54,5,62
359,360,46,77,60,78,9
86,128,27,83,84,85,53
64,5,73,49,0,9,64
160,187,42,26,55,90,41
114,361,8,62,40,88,76
232,103,88,58,55,29,25
244,236,0,12,74,39,33
160,190,6,10,77,62,57
69,212,79,68,21,72,21
335,334,2,43,29,11,17
114,129,93,97,20,39,44
243,271,74,44,82,89,27
184,190,38,42,34,0,49
212,69,17,29,17,64,18
62,18,5,85,8,19,76
44,362,64,32,46,63,94
44,293,50,73,56,77,19
271,243,63,24,0,78,76
310,62,67,9,50,9,1
252,105,59,2,43,76,88
88,303,92,62,0,75,29
153,62,27,7,10,78,55
363,283,82,84,26,19,44
363,161,8,45,83,57,45
363,280,2,34,29,9,33
363,256,7,24,0,72,37
363,211,31,77,96,53,30
363,364,2,15,61,14,91
363,106,12,4,7,63,92
363,236,71,11,0,21,75
363,365,91,60,75,23,12
363,249,79,85,29,51,30
114,263,37,42,79,16,33
114,318,21,46,88,54,39
145,87,56,13,93,22,4
145,252,59,0,28,69,54
263,114,2,19,68,57,11
39,28,53,91,42,34,55
105,252,27,84,95,98,38
153,366,43,75,95,50,27
165,28,14,6,99,30,97
165,114,39,85,25,95,37
165,169,63,10,69,88,91
165,367,65,38,49,73,35
37,37,27,80,17,52,11
52,185,80,9,24,86,65
187,329,27,27,86,55,53
187,106,99,21,69,37,6
220,223,87,68,20,7,13
52,52,33,40,71,65,62
52,368,54,61,83,11,1
252,304,32,20,82,88,8
252,96,18,71,81,93,63
252,89,15,89,71,48,72
252,88,85,26,62,11,94
252,302,24,48,2,59,64
252,369,11,70,86,31,3
116,169,85,16,67,97,34
362,44,96,49,56,41,15
362,293,43,85,6,12,19
184,298,72,6,27,55,18
169,116,27,67,32,16,28
178,176,27,28,92,21,15
265,264,89,88,58,90,9
236,363,91,32,62,79,19
195,194,15,46,42,76,9
40,370,44,19,86,19,95
238,236,71,53,10,33,17
170,136,51,60,22,1,94
353,371,79,37,16,1,90
86,205,16,44,90,8,4
86,41,44,20,54,66,70
190,184,74,70,0,47,48
372,373,62,96,50,28,0
288,162,54,74,47,40,29
160,113,85,1,86,5,4
54,211,66,81,89,25,51
180,343,26,86,48,95,92
55,58,14,7,68,7,12
160,263,31,85,59,53,24
62,153,1,42,54,47,39
374,44,91,85,22,18,36
58,208,56,87,9,0,51
62,340,96,71,92,90,53
14,290,54,1,22,65,7
170,115,13,92,26,28,36
5,215,10,52,29,77,77
80,375,19,77,11,63,61
376,377,65,52,92,31,53
22,92,49,20,5,27,52
94,201,60,30,94,12,38
58,162,99,60,6,29,20
55,54,5,77,83,64,5
295,378,76,20,1,99,11
295,379,59,20,3,97,32
295,103,47,78,51,25,77
295,380,50,68,19,92,81
295,381,85,60,72,36,46
295,382,6,75,95,13,47
295,376,9,10,47,58,94
295,181,1,2,47,14,4
295,383,43,77,9,20,26
295,384,81,7,7,71,1
295,283,80,64,41,21,54
295,157,66,61,61,32,76
295,385,41,62,16,67,6
295,386,25,63,90,37,86
295,387,52,81,26,85,94
295,388,80,83,21,62,55
295,389,15,68,6,57,84
295,390,90,6,71,66,78
295,61,31,5,48,73,48
295,391,1,61,56,4,60
295,392,14,54,93,17,2
295,393,81,58,7,86,7
295,394,72,77,4,55,32
295,250,94,87,4,49,82
295,395,23,32,72,1,14
295,396,64,69,28,63,88
295,397,86,35,60,18,63
295,398,76,82,86,48,39
295,377,37,91,98,46,14
295,368,25,27,39,97,26
295,104,36,85,23,88,16
295,321,97,43,66,97,48
295,60,29,73,67,53,64
295,150,44,8,41,5,13
295,320,6,9,6,74,61
295,295,51,95,17,87,36
40,35,40,87,92,50,79
37,30,4,45,90,48,94
133,307,57,85,62,76,81
133,399,42,8,20,64,67
133,167,32,3,51,75,99
133,400,59,36,86,21,89
133,133,3,72,32,84,33
133,401,87,87,66,71,91
133,232,85,62,65,56,9
133,291,48,35,51,45,15
133,284,90,23,23,9,81
133,206,7,46,35,1,61
133,402,81,25,8,25,59
133,52,18,53,94,67,27
133,179,44,62,94,69,36
133,403,41,88,7,63,71
68,21,88,12,42,0,19
404,166,86,51,99,67,98
113,160,53,39,11,48,98
405,106,12,74,35,70,77
306,69,6,57,38,1,68
113,47,26,91,0,9,61
43,406,27,19,63,66,69
43,407,50,67,36,83,37
103,378,64,16,29,7,50
103,377,99,60,2,98,96
103,321,40,67,98,49,75
157,395,1,45,45,63,31
213,155,46,89,82,7,92
263,160,17,89,27,29,92
4,63,28,20,20,58,91
4,286,6,54,80,13,81
183,282,91,26,0,79,40
286,4,33,30,23,4,14
213,61,32,18,19,5,23
213,320,54,65,5,84,70
61,380,72,51,23,95,22
2,195,99,25,60,89,61
114,256,44,45,95,14,13
114,365,99,23,44,78,48
2,305,10,51,23,64,9
286,174,79,33,8,14,10
183,303,39,19,47,1,70
377,376,62,87,85,73,71
408,408,21,8,25,16,59
377,103,76,78,36,84,41
164,216,24,19,90,57,24
409,409,50,53,89,73,49
305,2,28,13,37,84,83
305,63,66,10,56,89,64
2,2,87,17,72,53,71
410,329,87,56,88,72,26
355,256,21,73,92,43,89
355,365,33,15,73,27,11
135,135,99,18,52,3,60
132,411,32,28,16,93,80
132,132,73,56,0,1,88
114,340,29,47,36,59,29
412,4,45,30,72,0,0
412,2,16,45,79,81,17
183,129,9,69,52,80,98
201,94,47,68,70,49,96
63,3,11,43,95,17,88
63,62,57,62,50,59,56
57,137,34,44,32,90,86
2,412,72,29,80,27,67
157,191,85,28,13,99,99
135,336,66,66,54,7,52
172,413,62,54,22,83,27
172,123,3,73,20,48,92
193,193,39,55,38,33,91
3,63,36,2,67,91,54
377,61,67,76,0,10,38
296,296,57,32,44,31,54
63,174,63,45,79,50,96
96,96,47,68,65,83,30
149,148,47,31,54,2,25
414,415,58,69,87,91,35
306,306,22,70,30,5,6
61,377,33,78,36,17,72
195,2,62,60,70,50,37
258,329,6,34,95,5,84
267,19,5,1,28,67,38
5,5,11,53,64,76,14
327,21,46,60,62,50,55
327,416,11,81,29,62,44
327,173,40,34,96,39,76
48,50,37,88,24,59,44
48,75,13,74,89,51,51
263,417,20,15,66,9,39
50,87,17,35,87,56,9
50,49,17,86,47,60,74
50,71,83,54,44,67,45
50,84,58,22,48,23,17
418,62,19,45,93,85,7
418,184,66,62,78,47,78
418,299,16,33,56,75,85
216,164,64,94,81,36,24
9,19,96,25,13,9,11
214,345,91,21,70,85,98
214,351,18,62,87,48,39
419,290,68,67,3,55,43
29,420,51,56,8,30,87
9,421,8,34,89,73,73
366,366,31,26,60,44,53
417,263,28,71,99,50,43
87,422,10,92,52,80,30
87,154,38,44,87,2,64
87,41,96,37,34,58,14
87,145,78,13,73,97,40
87,50,38,16,0,52,11
254,186,75,61,85,55,75
422,87,43,18,65,87,46
115,136,59,67,0,69,6
249,105,47,68,51,96,52
423,417,44,80,96,10,92
16,424,61,35,63,85,84
284,155,8,73,46,88,73
13,301,63,23,28,57,92
38,25,17,99,88,22,58
38,26,57,81,37,0,91
38,40,55,75,3,81,6
425,426,78,45,43,34,96
115,427,71,52,19,87,52
417,423,17,65,91,96,57
118,117,95,17,72,75,54
86,189,26,3,54,36,64
329,187,76,61,78,2,24
174,63,98,42,97,34,83
21,68,75,95,14,73,39
329,410,88,71,71,53,47
231,172,27,44,26,36,73
154,87,22,87,11,67,25
428,429,15,3,79,43,77
184,299,64,6,38,63,88
430,249,24,0,99,75,6
282,212,71,14,31,4,13
282,121,44,3,94,46,0
282,83,83,34,69,91,59
282,424,11,48,54,80,21
71,162,61,24,79,15,65
71,431,15,54,74,35,29
71,432,12,86,72,67,37
71,433,33,98,21,13,10
71,83,35,55,23,83,35
71,84,33,66,43,47,55
13,36,53,58,50,36,83
270,129,25,88,86,30,80
434,215,15,76,49,79,52
132,285,40,40,89,69,32
179,157,79,10,65,60,14
115,338,81,28,63,93,24
435,435,73,79,70,24,47
435,147,12,63,29,16,46
39,23,70,60,70,65,46
424,15,97,92,52,86,99
424,45,16,36,65,71,56
115,337,53,56,41,56,98
115,436,26,38,12,70,90
115,123,66,0,52,79,60
115,437,92,70,83,0,70
115,165,2,75,55,7,77
115,336,41,72,51,70,89
115,438,51,61,93,56,61
115,251,15,61,39,4,86
115,439,34,99,68,50,3
115,135,65,3,36,45,39
115,339,96,16,55,34,70
138,137,2,62,39,8,53
105,249,51,35,40,4,53
440,413,47,96,74,50,19
440,275,51,70,70,71,97
440,178,89,36,66,92,20
394,104,9,65,92,10,88
414,414,79,23,51,80,80
29,23,8,14,92,5,44
441,360,24,14,16,41,97
20,86,71,38,90,91,60
85,17,13,99,94,33,64
30,23,79,73,87,60,56
85,41,63,57,13,53,6
417,442,1,39,8,80,55
23,115,73,41,50,65,67
417,443,37,23,76,40,57
417,444,80,83,28,84,73
212,282,52,79,29,79,79
212,145,7,54,98,93,41
137,57,93,43,51,81,37
27,23,19,70,94,90,8
438,35,57,91,74,53,80
434,23,43,92,44,1,44
255,249,15,31,48,6,60
139,129,96,91,86,98,40
139,445,77,33,25,84,23
417,113,62,85,72,84,81
417,114,72,44,53,87,28
140,139,35,2,74,62,48
140,446,75,65,88,63,11
140,447,43,15,83,75,64
140,448,41,91,44,38,99
438,169,92,4,86,12,13
139,342,95,56,74,36,27
35,438,61,38,46,60,52
321,104,89,30,17,7,74
414,449,0,1,82,80,16
115,23,29,93,81,87,43
55,56,25,77,64,49,84
55,57,55,23,3,65,79
324,11,42,11,54,1,19
23,434,43,38,16,36,73
57,55,4,3,1,34,92
450,434,74,76,40,76,96
29,438,58,15,5,46,86
338,116,22,97,24,45,79
250,150,58,72,93,11,52
160,405,38,96,76,60,24
363,154,93,10,2,35,55
74,177,18,94,43,33,67
74,74,27,63,39,84,45
19,267,80,98,47,59,71
288,217,8,79,83,44,14
288,84,15,69,20,9,74
438,29,40,22,76,72,44
451,452,28,21,18,41,32
284,160,30,73,20,8,0
437,135,94,94,70,44,61
178,177,82,57,25,13,74
135,437,11,0,32,8,81
116,338,88,35,75,94,80
86,453,90,21,56,27,56
454,357,67,13,44,90,61
169,438,79,69,62,41,41
210,210,54,72,54,84,16
405,160,42,70,29,83,92
169,338,21,76,25,10,55
248,142,42,31,39,13,31
73,73,37,2,72,36,91
437,455,93,80,92,73,87
456,456,84,30,88,76,20
84,82,99,73,1,90,40
84,121,1,92,29,52,67
65,457,77,31,77,66,71
73,215,22,11,99,74,65
21,212,27,64,70,13,93
212,21,44,25,23,4,39
458,129,58,6,50,99,76
164,46,75,6,3,79,55
177,176,56,72,79,18,80
177,178,42,80,70,90,89
139,164,30,13,9,42,23
62,283,39,71,3,8,52
152,147,0,49,5,2,30
21,74,33,24,71,80,52
107,113,53,13,12,2,54
107,417,52,11,37,97,94
107,114,69,23,9,6,64
147,152,80,41,67,33,88
333,62,19,40,5,8,32
223,459,1,5,49,77,14
406,11,39,86,97,85,68
40,48,46,37,8,85,33
238,244,75,94,0,99,22
253,75,26,18,22,66,31
260,74,92,81,63,45,39
417,62,54,26,96,0,41
113,417,0,66,14,62,22
106,405,47,87,73,42,10
62,333,99,26,13,41,23
139,429,29,42,43,15,14
434,450,73,22,24,57,60
434,460,54,18,55,80,33
434,365,42,64,18,91,7
68,80,92,64,31,96,98
275,172,80,46,66,38,23
461,45,25,20,51,57,19
116,336,45,14,24,62,14
283,308,60,40,76,20,8
462,463,84,94,54,12,85
216,216,52,27,25,16,2
207,41,12,67,65,53,16
448,140,55,96,13,66,83
448,272,47,21,90,30,17
448,46,28,77,80,45,15
448,45,63,27,7,18,22
244,238,14,76,15,34,56
62,441,60,54,71,77,7
338,123,72,61,40,75,58
268,459,48,65,3,88,35
464,280,44,61,94,72,78
465,155,8,4,14,97,55
422,404,71,83,86,26,63
466,421,85,84,20,33,41
142,187,24,24,20,48,77
160,18,42,76,74,41,75
61,295,13,75,96,20,52
467,152,40,54,20,26,91
58,305,34,99,90,78,73
26,38,32,23,18,9,97
26,40,57,77,2,58,61
351,180,26,85,91,68,81
148,468,12,78,88,78,60
265,19,37,82,66,76,58
314,17,12,87,46,76,20
160,284,5,94,66,24,49
455,375,51,71,13,95,64
91,469,59,85,83,76,75
283,282,99,90,90,63,15
170,470,62,16,90,66,96
102,2,32,45,76,21,17
393,378,23,46,42,70,17
393,379,50,11,76,97,50
393,103,58,21,20,50,75
393,381,26,11,12,55,11
393,376,91,40,58,27,83
393,181,13,60,66,13,22
393,385,92,86,16,41,57
393,388,25,97,45,36,61
393,390,58,13,38,32,66
393,61,37,12,72,73,54
393,392,94,72,76,26,45
393,393,34,56,17,23,82
393,394,96,82,77,46,28
393,296,40,51,61,78,33
393,250,41,7,16,51,14
393,395,54,7,62,26,16
393,397,32,13,5,56,83
393,377,21,3,56,54,56
393,368,86,88,79,43,16
393,104,4,60,73,67,95
393,321,26,72,58,46,49
393,60,74,35,73,63,44
393,150,47,5,51,44,74
393,320,8,89,30,8,41
393,295,10,82,6,7,35
232,52,96,52,80,41,84
375,455,92,72,27,25,56
171,40,37,50,14,22,60
471,472,27,58,22,86,75
471,255,85,24,38,68,81
105,473,13,82,38,87,67
105,434,47,36,47,50,59
152,467,70,79,26,42,3
280,464,98,12,30,35,1
474,91,34,23,49,95,64
126,13,19,36,62,95,56
176,292,0,57,73,22,92
470,170,80,57,35,90,85
79,62,36,2,40,83,91
